11;Файл размером 2500 Кбайт передаётся через некоторое соединение в течение 2 минут. Определите размер файла (в Кбайт), который можно передать через это соединение за 72 секунды. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 1500;{n}Вычислим скорость передачи данных по каналу: 2500 Кбайт/120 сек = 125/6 Кбайт/сек. Следовательно, размер файла, который можно передать за 72 секунды равен 125/6 Кбайт/сек · 72 сек = 1500 Кбайт.{n}
12;Файл размером 2000 Кбайт передаётся через некоторое соединение в течение 1 минуты. Определите размер файла (в Кбайт), который можно передать через это соединение за 75 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 2500;{n}Вычислим скорость передачи данных по каналу: 2000 Кбайт/60 сек = 100/3 Кбайт/сек. Следовательно, размер файла, который можно передать за 75 секунд равен 100/3 Кбайт/сек · 75 сек = 2500 Кбайт.{n}
13;Файл размером 4000 Кбайт передаётся через некоторое соединение в течение 2 минут. Определите размер файла (в Кбайт), который можно передать через это соединение за 48 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 1600;{n}Вычислим скорость передачи данных по каналу: 4000 Кбайт/120 сек = 100/3 Кбайт/сек. Следовательно, размер файла, который можно передать за 48 секунд равен 100/3 Кбайт/сек · 48 сек = 1600 Кбайт.{n}
14;Файл размером 2000 Кбайт передаётся через некоторое соединение в течение 30 секунд. Определите размер файла (в Кбайт), который можно передать через это соединение за 12 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 800;{n}Вычислим скорость передачи данных по каналу: 2000 Кбайт/30 сек = 200/3 Кбайт/сек. Следовательно, размер файла, который можно передать за 12 секунд равен 200/3 Кбайт/сек · 12 сек = 800 Кбайт.{n}
15;Файл размером 1200 Кбайт передаётся через некоторое соединение в течение 20 секунд. Определите размер файла (в Кбайт), который можно передать через это соединение за 30 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 1800;{n}Вычислим скорость передачи данных по каналу: 1200 Кбайт/20 сек = 60 Кбайт/сек. Следовательно, размер файла, который можно передать за 30 секунд равен 60 Кбайт/сек · 30 сек = 1800 Кбайт.{n}
16;Файл размером 1500 Кбайт передаётся через некоторое соединение в течение 75 секунд. Определите размер файла (в Кбайт), который можно передать через это соединение за 50 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 1000;{n}Вычислим скорость передачи данных по каналу: 1500 Кбайт/75 сек = 20 Кбайт/сек. Следовательно, размер файла, который можно передать за 50 секунд равен 20 Кбайт/сек · 50 сек = 1000 Кбайт.{n}
17;Файл размером 64 Кбайт передаётся через некоторое соединение со скоростью 1024 бит в секунду. Определите размер файла (в Кбайт), который можно передать за то же время через другое соединение со скоростью 256 бит в секунду. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}{n}; 16;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 1024/256 = 4 раза меньше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 4 раза меньше. Он будет равен 64/4 = 16 Кбайт.{n}
18;Файл размером 16 Кбайт передаётся через некоторое соединение со скоростью 2048 бит в секунду. Определите размер файла (в Кбайт), который можно передать за то же время через другое соединение со скоростью 512 бит в секунду. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 4;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 2048/512 = 4 раза меньше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 4 раза меньше. Он будет равен 16/4 = 4 Кбайт.{n}
19;Файл размером 2 Кбайта передаётся через некоторое соединение со скоростью 256 бит в секунду. Определите размер файла (в байтах), который можно передать за то же время через другое соединение со скоростью 512 бит в секунду. В ответе укажите одно число — размер файла в байтах. Единицы измерения писать не нужно.{n}; 4096;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 512/256 = 2 раза больше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 2 раза больше. Он будет равен 2 · 2 = 4 Кбайт = 4096 байт.{n}
20;Файл размером 4 Кбайта передаётся через некоторое соединение со скоростью 1024 бита в секунду. Определите размер файла (в байтах), который можно передать за то же время через другое соединение со скоростью 256 бит в секунду. В ответе укажите одно число — размер файла в байтах. Единицы измерения писать не нужно.{n}; 1024;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 1024/256 = 4 раза меньше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 4 раза меньше. Он будет равен 4/4 = 1 Кбайт = 1024 байт.{n}
21;Файл размером 1024 байта передаётся через некоторое соединение за 64 миллисекунды. Определите время в миллисекундах, за которое можно передать через то же самое соединение файл размером 4 Кбайта. В ответе укажите только число миллисекунд. {n}; 256;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 4 раза больше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 4 Кбайта, тоже в 4 раза больше. Оно будет равно 64 · 4 = 256 миллисекунд.{n}
22;Файл размером 4096 байт передаётся через некоторое соединение за 8 секунд. Определите время в секундах, за которое можно передать через то же самое соединение файл размером 8 Кбайт. В ответе укажите одно число — время в секундах. Единицы измерения писать не нужно.{n}; 16;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 8/4 = 2 раза больше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 8 Кбайта, тоже в 2 раза больше. Оно будет равно 8 · 2 = 16 секунд.{n}
23;Файл размером 4 Мбайта  передаётся через некоторое соединение за 16 секунд. Определите время в секундах, за которое можно передать через то же самое соединение файл размером 2048 Кбайт. В ответе укажите только число секунд. {n}; 8;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 4/2 = 2 раза меньше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 2048 Кбайта, тоже в 2 раза меньше. Оно будет равно 16/2 = 8 секунд.{n}
24;Файл размером 32 Кбайта  передаётся через некоторое соединение со скоростью 1024 бита в секунду. Определите размер файла (в байтах), который можно передать за то же время через другое соединение со скоростью 128 бит в секунду. В ответе укажите одно число — размер файла в байтах. Единицы измерения писать не нужно.{n}; 4096;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 1024/128 = 8 раз меньше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 8 раз меньше. Он будет равен 32/8 = 4 Кбайт = 4096 байт.{n}
25;Файл размером 4096 байт передаётся через некоторое соединение со скоростью 512 бит в секунду. Определите размер файла (в Кбайтах), который можно передать за то же время через другое соединение со скоростью 2048 бит в секунду. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 16;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 2048/512 = 4 раза больше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 4 раза больше. Он будет равен 4 · 4 Кбайт = 16 Кб.{n}
26;Файл размером 2 Мбайта передаётся через некоторое соединение за 16 секунд. Определите время в секундах, за которое можно передать через то же самое соединение файл размером 4096 Кбайт. В ответе укажите только число секунд. Единицы измерения писать не нужно. {n}{n}; 32;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 4/2 = 2 раза больше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 4048 Кбайта, тоже в 2 раза больше. Оно будет равно 16 · 2 = 32 секунд.{n}
27;Файл размером 8 Мбайт передаётся через некоторое соединение за 128 секунд. Определите время в секундах, за которое можно передать через то же самое соединение файл размером 4096 Кбайт.В ответе укажите только число секунд. Единицы измерения писать не нужно.{n}{n}; 64;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 8/4 = 2 раза меньше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 4048 Кбайта, тоже в 2 раза меньше. Оно будет равно 128/2 = 64 секунд.{n}
28;Файл размером 2 Мбайта передаётся через некоторое соединение за 80 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 120 секунд. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 3072;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что время передачи во втором случае в 120/80 = 1,5 раза больше времени в первом случае. Поскольку скорость передачи файлов одна и та же, размер файла, который можно передать во втором случае, тоже в 1,5 раза больше. Он будет равен 1,5 · 2048 = 3072 Кбайт.{n}
29;Файл размером 3 Мбайта передаётся через некоторое соединение за 60 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 40 секунд. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}{n}; 2048;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что время передачи во втором случае в 60/40 = 1,5 раза меньше времени в первом случае. Поскольку скорость передачи файлов одна и та же, размер файла, который можно передать во втором случае, тоже в 1,5 раза меньше. Он будет равен 3072 / 1,5 = 2048 Кбайт.{n}
30;Файл размером 3 Мбайта передаётся через некоторое соединение за 2 минуты. Определите время (в секундах), за которое можно передать через это же соединение 4 Мбайта. В ответе укажите одно число — количество секунд. Единицы измерения писать не нужно.{n} {n}{n}; 160;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 4/3 раза больше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 4 Мбайта, тоже в 4/3 раза больше. Оно будет равно 4/3 · 120 = 160 секунд.{n}
31;Файл размером 6 Мбайт передаётся через некоторое соединение за 3 минуты. Определите время (в секундах), за которое можно передать через это же соединение 4 Мбайта. В ответе укажите одно число — количество секунд. Единицы измерения писать не нужно.{n} {n}{n}; 120;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что размер файла во втором случае в 4/6 = 2/3 раза меньше размера файла в первом случае. Поскольку скорость передачи файлов одна и та же, время, за которое можно передать через то же самое соединение файл размером 4 Мбайта, тоже в 2/3 раза меньше. Оно будет равно 2/3 · 180 = 120 секунд.{n}
32;Файл размером 2 Мбайта передаётся через некоторое соединение за 50 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 125 секунд. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 5120;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что время передачи во втором случае в 125/50 = 5/2 раза больше времени в первом случае. Поскольку скорость передачи файлов одна и та же, размер файла, который можно передать во втором случае, тоже в 5/2 раза больше. Он будет равен 2048 · 5/2 = 5120 Кбайт.{n}
33;Файл размером 3 Мбайта передаётся через некоторое соединение за 60 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 20 секунд. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 1024;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что время передачи во втором случае в 60/20 = 3 раза меньше времени в первом случае. Поскольку скорость передачи файлов одна и та же, размер файла, который можно передать во втором случае, тоже в 3 раза меньше. Он будет равен 3 · 3 = 1Мбайт = 1024 Кбайт.{n}
34;Файл размером 9 Кбайт передаётся через некоторое соединение за 36 секунд. Определите, за сколько секунд можно передать этот же файл через соединение, скорость которого на 1024 бит в секунду больше. В ответе укажите одно число — количество секунд. Единицы измерения писать не нужно.{n}; 24;{n}Размер переданного файла = время передачи · скорость передачи. Скорость передачи файла в первом случае 9216/36 = 256 байт/сек. Скорость передачи во втором случае на 1024 бит = 128 байт в секунду больше, чем в первом, следовательно, исходный файл можно передать за 9216/384 = 24. {n}
35;Файл размером 15 Кбайт передаётся через некоторое соединение за 60 секунд. Определите, за сколько секунд можно передать этот же файл через соединение, скорость которого на 2048 бит в секунду больше. В ответе укажите одно число — количество секунд. Единицы измерения писать не нужно.{n}{n}; 30;{n}Размер переданного файла = время передачи · скорость передачи. Скорость передачи файла в первом случае 15360/60 = 256 байт/сек. Скорость передачи во втором случае на 2048 бит = 256 байт в секунду больше, чем в первом, следовательно, исходный файл можно передать за 15360 / 512 = 30. {n}
36;Файл размером 2000 Кбайт передаётся через некоторое соединение в течение 30&nbspсекунд. Определите размер файла (в Кбайт), который можно передать через это соединение за 12 секунд. В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}{n}; 800;{n}Вычислим скорость передачи данных по каналу: 2000 Кбайт/30 сек = 200/3 Кбайт/сек. Следовательно, размер файла, который можно передать за 12 секунд равен 200/3 Кбайт/сек · 12 сек = 800 Кбайт.{n}
37;Файл размером 9 Мбайт передаётся через некоторое соединение за 240 секунд. Определите размер файла (в Мбайт), который можно передать через это же соединение за 80 секунд. В ответе укажите одно число — размер файла в Мбайт. Единицы измерения писать не нужно.{n}; 3;{n}Вычислим скорость передачи данных по каналу: 9 Мбайт/240 сек = 3/80 Мбайт/сек. Следовательно, размер файла, который можно передать за 80 секунд равен 3 Мбайт.{n} {n}Ответ: 3.{n}
38;Файл размером 10 Мбайт передаётся через некоторое соединение за 130 секунд. Определите размер файла (в Мбайт), который можно передать через это же соединение за 65 секунд. В ответе укажите одно число — размер файла в Мбайт. Единицы измерения писать не нужно.{n}; 5;{n}Вычислим скорость передачи данных по каналу: 10 Мбайт/130 сек = 1/13 Мбайт/сек. Следовательно, размер файла, который можно передать за 65 секунд равен 1/13 · 65 = 5 Мбайт.{n} {n}Ответ: 5.{n}
39;Файл размером 6 Мбайт передаётся через некоторое соединение за 2 минуты 30 секунд. Определите размер файла (в Мбайтах), который можно передать через это же соединение за 50 секунд. В ответе укажите одно число — размер файла в Мбайтах. Единицы измерения писать не нужно.{n}; 2;{n}Вычислим скорость передачи данных по каналу: 6 Мбайт/150 сек = 2/50 Мбайт/сек. Следовательно, размер файла, который можно передать за 50 секунд равен 2 Мбайт.{n} {n}Ответ: 2.{n}
40;Файл размером 20 Мбайт передаётся через некоторое соединение за 140 секунд. Определите размер файла (в Мбайтах), который можно передать через это же соединение за 1 минуту 10 секунд. В ответе укажите одно число — размер файла в Мбайтах. Единицы измерения писать не нужно.{n}; 10;{n}Вычислим скорость передачи данных по каналу: 20 Мбайт/140 сек = 1/7 Мбайт/сек. Следовательно, размер файла, который можно передать за 70 секунд равен 10 Мбайт.{n} {n}Ответ: 10.{n}
41;Файл размером 24 Кбайт передаётся через некоторое соединение со скоростью 2048 бит в секунду. Определите размер файла (в Кбайтах), который можно передать за то же время через другое соединение со скоростью 512 бит в секунду.{n}В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 6;{n}Размер переданного файла = время передачи · скорость передачи. Заметим, что скорость передачи во втором случае в 2048/512 = 4 раза меньше скорости в первом случае. Поскольку время передачи файлов одно и то же, размер файла, который можно передать во втором случае, тоже в 4 раза меньше. Он будет равен 24/4 = 6 Кбайт.{n} {n}Ответ: 6.{n}
42;Файл размером 24 Кбайт передаётся через некоторое соединение за 80 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 2 минуты. В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 36;{n}Вычислим скорость передачи данных по каналу: 24 Кбайт/80 сек = 0,3 Кбайт/сек. Следовательно, размер файла, который можно передать за 2 минуты, то есть за 120 секунд равен 0,3 Кбайт/сек · 120 сек = 36 Кбайт.{n} {n}Ответ: 36.{n}
43;Файл размером 20 Мбайт передаётся через некоторое соединение за 120 секунд. Определите размер файла (в Мбайтах), который можно передать через это же соединение за 10 минут.{n}В ответе укажите одно число — размер файла в Мбайтах. Единицы измерения писать не нужно.{n}; 100;{n}Вычислим скорость передачи данных по каналу: 20 Мбайт/120 сек = 1/6 Мбайт/сек. Следовательно, размер файла, который можно передать за 10 минут, то есть за 600 секунд равен 1/6 Мбайт/сек · 600 сек = 100 Мбайт.{n} {n}Ответ: 100.{n}
44;Файл размером 40 Кбайт передаётся через некоторое соединение за 80 секунд. Определите размер файла (в Кбайтах), который можно передать через это же соединение за 3200 секунд.{n}В ответе укажите одно число — размер файла в Кбайтах. Единицы измерения писать не нужно.{n}; 1600;{n}Вычислим скорость передачи данных по каналу: 40 Кбайт/80 сек = 0,5 Кбайт/сек. Следовательно, размер файла, который можно передать за 3200 секунд равен 0,5 Кбайт/сек · 3200 сек = 1600 Кбайт.{n} {n}Ответ: 1600.{n}
45;Файл размером 36 Мбайт передаётся через некоторое соединение за 3 минуты. Определите размер файла (в Мбайт), который можно передать через это же соединение за 240 секунд.  ответе укажите одно число — размер файла в Мбайт. Единицы измерения писать не нужно.{n}; 48;{n}Вычислим скорость передачи данных по каналу: 36 Мбайт/180 сек = 0,2 Мбайт/сек. Следовательно, размер файла, который можно передать за 240 секунд равен 0,2 Мбайт/сек · 240 сек = 48 Мбайт.{n} {n}Ответ: 48.{n}
46;Файл размером 25 Мбайт передаётся через некоторое соединение за 8 минут. Определите размер файла (в Мбайт), который можно передать через это же соединение за 2400 секунд. В ответе укажите одно число — размер файла в Мбайт. Единицы измерения писать не нужно.{n}; 125;{n}Вычислим скорость передачи данных по каналу: 25 Мбайт/(8 · 60) сек = 5/96 Мбайт/сек. Следовательно, размер файла, который можно передать за 2400 секунд равен 5/96 Мбайт/сек · 2400 сек = 125 Мбайт.{n} {n}Ответ: 125.{n}
47;Файл размером 3840 Кбайт передаётся через некоторое соединение за 30 секунд. Определите время (в секундах), за которое можно передать через это же соединение файл размером 5760 Кбайт. {n}В ответе укажите одно число — количество секунд. Единицы измерения писать не нужно.{n}; 45;{n}Вычислим скорость передачи данных по каналу: 3840 Кбайт/30 сек = 128 Кбайт/сек. Следовательно, файл размером 5760 Кбайт можно передать за 5760/128 = 45 секунд.{n} {n}Ответ: 45.{n}
48;Файл размером 3 Мбайт передаётся через некоторое соединение за 5 минут. Определите время (в минутах), за которое можно передать через это же соединение файл размером 6144 Кбайт. В ответе укажите одно число — количество минут. Единицы измерения писать не нужно.{n}; 10;{n}Вычислим скорость передачи данных по каналу: 3072 Кбайт/5 мин = 614,4 Кбайт/мин. Следовательно, файл размером 6144 Кбайт можно передать за 6144/614,4= 10 минут.{n} {n}Ответ: 10.{n}
49;Файл размером 16 Кбайт передаётся через некоторое соединение со скоростью 2048 бит в секунду. Определите размер файла (в Кбайт), который можно передать за то же время через другое соединение со скоростью 512 бит в секунду.{n}В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 4;{n}Определим время передачи:{n} {n} 16 Кбайт/2048 бит в секунду = (16 · 1024 · 8 бит)/(2 · 1024 бит в секунду) = 64 секунд.{n} {n}Вычислим размер файла: {n} {n}64 секунд · 512 бит в секунду = 64 · 64 байт = 4 Кбайт.{n} {n}Ответ: 4.{n}
50;Файл размером 4 Кбайт передаётся через некоторое соединение со скоростью 2048 бит в секунду. Определите размер файла (в Кбайт), который можно передать за то же время через другое соединение со скоростью 512 бит в секунду.{n}В ответе укажите одно число — размер файла в Кбайт. Единицы измерения писать не нужно.{n}; 1;{n}Определим время передачи:{n} {n} 4 Кбайт/2048 бит в секунду = (4 · 1024 · 8 бит)/(2 · 1024 бит в секунду) = 16 секунд.{n} {n}Вычислим размер файла: {n} {n}16 секунды · 512 бит в секунду = 16 · 64 байт = 1 Кбайт.{n} {n}Ответ: 1.{n}
51;Файл размером 8 Кбайт передаётся через некоторое соединение со скоростью 4096 бит в секунду. Определите размер файла (в байтах), который можно передать за то же время через другое соединение со скоростью 256 бит в секунду.{n}В ответе укажите одно число — размер файла в байтах. Единицы измерения писать не нужно.{n}; 512;{n}Определим время передачи:{n} {n} 8 Кбайт/4096 бит в секунду = (8 · 1024 · 8 бит)/(4 · 1024 бит в секунду) = 16 секунд.{n} {n}Вычислим размер файла: {n} {n}16 секунд · 256 бит в секунду = 16 · 32 байта = 512 байт.{n} {n}Ответ: 512.{n}
52;Файл размером 9 Кбайт передаётся через некоторое соединение со скоростью 1024 бит в секунду. Определите на сколько секунд быстрее можно передать этот же файл через другое соединение со скоростью 1536 бит в секунду. В ответе укажите одно число — количество секунд.{n}; 24;{n}Определим время передачи через первое соединение :{n} {n} 9 Кбайт/1024 бит в секунду = (9 · 1024 · 8 бит)/(1024 бит в секунду) = 72 секунды.{n} {n}Время передачи через второе соединение:{n} {n} 9 Кбайт/1536 бит в секунду = (9 · 1024 · 8 бит)/(1536 бит в секунду) = 48 секунд.{n} {n}Следовательно, через второе соединение можно передать файл на 72 − 48 = 24 секунды быстрее.{n} {n}Ответ: 24.{n}
53;Файл размером 20 Кбайт передаётся через некоторое соединение со скоростью 1024 бит в секунду. Определите на сколько секунд быстрее можно передать этот же файл через другое соединение со скоростью 2048 бит в секунду.{n}В ответе укажите одно число — количество секунд.{n}; 80;{n}Определим время передачи через первое соединение :{n} {n} 20 Кбайт/1024 бит в секунду = (20 · 1024 · 8 бит)/(1024 бит в секунду) = 160 секунд.{n} {n}Скорость передачи информации через второе соединение в два раза больше чем через первое. Следовательно, время передачи через второе соединение будет 80 секунд. {n}Таким образом, через второе соединение можно передать файл на 80 секунд.{n} {n}Ответ: 80.{n}
