13;<b> {n}а := 4 {n}b := 4{n}b :=  a/2*b {n}a := 2*а + 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма: ;В ответе укажите одно целое число — значение переменной a.; 32;{n}Выполним программу:{n} {n}а := 4 {n}b := 4{n}b := a/2*b = 2 · 4 = 8{n}a := 2*а + 3*b = 8 + 24 = 32.{n}
14;<b> {n}а := 6 {n}b := 2{n}b :=  a/2*b {n}a := 2*а + 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма: ;В ответе укажите одно целое число — значение переменной a.; 30;{n}Выполним программу:{n} {n}а := 6 {n}b := 2{n}b := a/2*b = 3 · 2 = 6{n}a := 2*а + 3*b = 12 + 18 = 30.{n}
15;<b> {n}а := 6 {n}b := 4{n}b :=  a/2*b {n}a := 2*а + 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма: ;В ответе укажите одно целое число — значение переменной a.; 48;{n}Выполним программу:{n} {n}а := 6 {n}b := 4{n}b := a/2*b = 3 · 4 = 12{n}a := 2*а + 3*b = 12 + 36 = 48.{n}
16;<b> {n}а := 8 {n}b := 3{n}b :=  a/2*b {n}a := 2*а + 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма: ;В ответе укажите одно целое число — значение переменной a.; 52;{n}Выполним программу:{n} {n}а := 8 {n}b := 3{n}b := a/2*b = 4 · 3 = 12{n}a := 2*а + 3*b = 16 + 36 = 52.{n}
17;<b> {n}а := 4 {n}b := 10{n}а := b - a*2 {n}b := 24/a*4{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 48;{n}Выполним программу:{n} {n}а := 4 {n}b := 10{n}а := b − a*2 = 10 − 8 = 2{n}b := 24/a*4 = 12 · 4 = 48.{n}
18;<b> {n}а := 5 {n}b := 4{n}b := 100 - a*b {n}a := b/16*a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 25;{n}Выполним программу:{n} {n}а := 5 {n}b := 4{n}b := 100 - a*b = 80{n}a := b/16*a = 80/16 · 5 = 25.{n}
19;<b> {n}{n}a := 10{n}b := 5{n}b := 100 + a/b {n}a := b/6*a{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 170;{n}Выполним программу:{n} {n}а := 10 {n}b := 5{n}b := 100 + a/b = 102 {n}a := b/6*a = 17 · 10 = 170.{n}
20;<b> {n}а := 10 {n}b := 110{n}b := 110 + b/a {n}a := b/11*a{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 110;{n}Выполним программу:{n} {n}а := 10 {n}b := 110{n}b := 110 + b/a = 110 + 11 = 121{n}a := b/11*a = 11 · 10 = 110.{n}
21;<b> {n}а := 0 {n}b := 2{n}b := 2 + a + 4*b {n}a := b/2*a{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 0;{n}Выполним программу:{n} {n}а := 0 {n}b := 2{n}b := 2 + a + 4*b = 10{n}a := b/2*a = 5 · 0 = 0.{n}
22;<b> {n}а := 3 {n}b := 5{n}a := 6 + a*b {n}b := b + a/3{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 12;{n}Выполним программу:{n} {n}а := 3{n}b := 5{n}a := 6 + a*b = 21{n}b := b + a/3 = 12.{n}
23;<b> {n}а := 17 {n}b := 23{n}b := а + b + 1 {n}а := b + а{n}{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 58;{n}Выполним программу:{n} {n}а := 17{n}b := 23{n}b := а + b + 1 = 41{n}а := b + а = 58.{n}
24;<b> {n}а := 100{n}b := 50{n}b := а - b/2{n}а := a/5 + b/3{n}{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 45;{n}Выполним программу:{n} {n}а := 100{n}b := 50{n}b := а - b/2 = 100 − 25 = 75{n}а := a/5 + b/3 = 20 + 25 = 45.{n}
25;<b> {n}а := 1{n}b := 2{n}b := 3 + a*b{n}а := b/5*a*4{n}{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 4;{n}Выполним программу:{n} {n}а := 1{n}b := 2{n}b := 3 + a*b = 5{n}а := b/5*a*4 = 4.{n}
26;<b> {n}а := 1{n}b := 2 + a{n}b := a + b{n}а := b/2*2*a - 3{n}{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 1;{n}Выполним программу:{n} {n}а := 1{n}b := 2 + a = 3{n}b := a + b = 4{n}а := b/2*2*a - 3 = 4 − 3 = 1.{n}
27;<b> {n}а := 5{n}b := 2 + a{n}а := a*b{n}b := 2*a - b{n}{n} {n}</b>;В алгоритме, записанном ниже, используются переменные a и b. Символ «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 63;{n}Выполним программу:{n} {n}а := 5{n}b := 2 + a = 7{n}а := a*b = 35{n}b := 2*a - b = 63.{n}
28;<b> {n}a := 4{n}b := 5{n}a := b + 15{n}b := 100/a*4{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 20;{n}Выполним программу:{n} {n}a := 4{n}b := 5{n}a := b + 15 = 20{n}b := 100/a*4 = 20.{n}
29;<b> {n}b := 8{n}a := 10{n}b := b + a*2{n}a := 29 - a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 19;{n}Выполним программу:{n} {n}b := 8{n}a := 10{n}b := b + a*2 = 28{n}a := 29 - a = 19.{n}
30;<b> {n}а := 7{n}b := 5{n}а := b*4 - a*2{n}b := а*4 - 4{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 20;{n}Выполним программу:{n} {n}а := 7{n}b := 5{n}а := b*4 = 20 - 14 = 6{n}b := а*4 - 4 = 20.{n}
31;<b> {n}а := 7{n}b := 2{n}а := b*4 + a*3{n}b := 30 - a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 1;{n}Выполним программу:{n} {n}а := 7{n}b := 2{n}а := b*4 + a*3 = 8 + 21 = 29{n}b := 30 - a = 1.{n}
32;<b> {n}а := 3{n}b := 8{n}а := b - a*2{n}b := 24/a*4{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 48;{n}Выполним программу:{n} {n}а := 3{n}b := 8{n}а := b - a*2 = 2{n}b := 24/a*4 = 48.{n}
33;<b> {n}а := 2{n}b := 20{n}а := b + a/2{n}b := 24 - a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 3;{n}Выполним программу:{n} {n}а := 2{n}b := 20{n}а := b + a/2 = 21{n}b := 24 - a = 3.{n}
34;<b> {n}b := -5{n}a := 2{n}а := 11 - 2*a - b{n}b := a/3 - 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 19;{n}Выполним программу:{n} {n}b := -5{n}a := 2{n}а := 11 - 2*a − b = 12{n}b := a/3 - 3*b = 4 + 15 = 19.{n}
35;<b> {n}b := 4{n}a := -3{n}b := 7 - 2*a - b{n}a := b/3 - a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 6;{n}Выполним программу:{n} {n}b := 4{n}a := -3{n}b := 7 - 2*a - b = 7 - 2*(-3) - 4 = 7 + 6 - 4 = 9 {n}a := b/3 - a = 6.{n}
36;<b> {n}а := 6 {n}b := 2{n}b := a/2*b{n}a := 2*a + 3*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 30;{n}Выполним программу:{n} {n}а := 6 {n}b := 2{n}b := a/2*b = 3 · 2 = 6{n}a := 2*а + 3*b = 12 + 18 = 30.{n}
37;<b> {n}а := 1 {n}b := 27{n}a := b/a*2{n}b := a*2 - 8{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 100;{n}Выполним программу:{n} {n}а := 1,{n}b := 27,{n}a := b/a*2 = 54,{n}b := a*2 - 8 = 108 − 8 = 100.{n} {n}Ответ: 100.{n}
38;<b> {n}b := 6{n}a := 30{n}b := b*4–21{n}a := 100–a–b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 67;{n}Выполним программу:{n} {n}b := 6,{n}a := 30,{n}b := b*4–21 = 24 −21 = 3,{n}a := 100–a–b = 100 − 30 − 3 = 67.{n}
39;<b> {n}v := 4{n}n := 13{n}v := n–v*3{n}n := v*14–n{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной n.; 1;{n}Выполним программу:{n} {n}v := 4,{n}n := 13,{n}v := n–v*3 = 13 − 12 = 1,{n}n := v*14–n = 14 − 13 = 1.{n}
40;<b> {n}v := 1{n}n := 24{n}v := n–v*4{n}n := v*2–n{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «-», «*» и «/» — соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной n.; 16;{n}Выполним программу:{n} {n}v := 1,{n}n := 24,{n}v := n–v*4 = 24 − 4 = 20,{n}n := v*2–n = 40 − 24 = 16.{n}
41;<b>a := 4{n}b := 6{n}a := ( a / 2 ) * ( b / 2 ){n}a := 2 * a + b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствуют правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 18;{n}Выполним программу:{n} {n}a := 4{n}b := 6{n}a := ( 4 / 2 ) * ( 6 / 2 ) = 6{n}a := 2 * 6 + 6 = 18{n}
42;<b>a := 8{n}b := 3{n}a := 3 * a – b{n}b := ( a / 3 ) * ( b + 2 ){n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 35;{n}Выполним программу:{n} {n}a := 8{n}b := 3{n}a := 3 * 8 – 3 = 21{n}b := ( 21 / 3 ) * ( 3 + 2 ) = 35{n}
43;<b>k := 5{n}m := 90{n}k := m-k*2{n}m := k*3-m{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной m после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной m.; 150;{n}Выполним программу:{n} {n}k := 5{n}m := 90{n}k := 90 - 5*2 = 80{n}m := k*3-m =80*3 - 90 = 150.{n}
44;<b>k := 3{n}m := 30{n}k := m-k*3{n}m := k*10-m{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной m после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной m.; 180;{n}Выполним программу:{n} {n}k := 3{n}m := 30{n}k := 30 − 3*3 = 21{n}m := 21*10 − 30 = 180{n}
45;<b>a := 100{n}b := 400{n}a := 2*a+50{n}b := a*2–b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной b после выполнения данного алгоритма:;В ответе укажите одно целое число – значение переменной b.; 100;{n}Выполним программу:{n} {n}a := 100{n}b := 400{n}a := 2*100+50 = 250{n}b := 250*2–400 = 100.{n}
46;<b>a := 100{n}b :=240{n}a := 3*a+20{n}b := a*2–b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной b после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной b.; 400;{n}Выполним программу:{n} {n}a := 100{n}b :=240{n}a := 3*100+20 =320{n}b := 320*2–240 = 400{n}
47;<b>f := 100{n}e := 25{n}f := 2*f+50{n}e := f–150–e*2{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной e после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной e.; 50;{n}Выполним программу:{n} {n}f := 100,{n}e := 25,{n}f := 2*f+50 = 200 + 50 = 250,{n}e := f–150–e*2 = 250 − 150 − 50 = 50.{n}
48;<b>f := 21{n}e := 10{n}f := 5*f+5{n}e := f–10–e*5{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной e после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной e.; 50;{n}Выполним программу:{n} {n}f := 21,{n}e := 10,{n}f := 5*f+5 = 105 + 5 = 110,{n}e := f–10–e*5 = 110 − 10 − 50 = 50.{n}
49;<b>a := 3{n}b := 7{n}b := 9+a*b{n}a := b/5*a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной a после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной a.; 18;{n}Выполним программу:{n} {n}a := 3,{n}b := 7,{n}b := 9+a*b = 9 + 21 = 30,{n}a := b/5*a = 6 · 3 = 18.{n}
50;<b>a := 7{n}с := 3{n}с := 3 + a * с{n}a := с / 3 * a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной a после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной a.; 56;{n}Выполним программу:{n} {n}a := 7,{n}с := 3,{n}с := 3 + a * с = 3 + 21 = 24,{n}a := с / 3 * a = 8 · 7 = 56.{n}
51;<b>a := 4{n}b := 8+2*a{n}a := b/2*a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной a после выполнения данного алгоритма:;В ответе укажите одно целое число — значение переменной a.; 32;{n}Выполним программу:{n} {n}a := 4,{n}b := 8+2*a = 8 + 8 = 16,{n}a := b/2*a = 8 · 4 = 32.{n}
52;<b>a := 1{n}b := 4{n}a := 2*a+3*b{n}b := a/2*b{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной b после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной b.; 28;{n}Выполним программу:{n} {n}a := 1{n}b := 4{n}a := 2*a+3*b = 2 + 12 = 14,{n}b := a/2*b = 28.{n}
53;<b>a := 4{n}b := 9{n}b := 6 * b – a{n}a := b / 5 * 3 – a{n} {n}</b>;В программе «:=» обозначает оператор присваивания, знаки «+», «–», «*» и «/» – соответственно операции сложения, вычитания, умножения и деления. Правила выполнения операций и порядок действий соответствует правилам арифметики. Определите значение переменной a после выполнения алгоритма:;В ответе укажите одно целое число — значение переменной a.; 26;{n}Выполним программу:{n} {n}a := 4{n}b := 9{n}b := 6 * b – a = 54 − 4 = 50.{n}a := b / 5 * 3 – a = 30 − 4 = 26.{n}
