11;2;img/z3/11.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;7;6,8,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункты D, E.   A—B—C—E: длина маршрута 7 км. A—С—E: длина маршрута 8 км. A—D—C—E: длина маршрута 9 км. 
12;3;img/z3/12.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;8;6,7,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, D. Из пункта B можно попасть в пункты C, D. Из пункта C можно попасть в пункты D, E.   A—B—C—E: длина маршрута 9 км. A—D—B—C—E: длина маршрута 12 км. A—D—C—E: длина маршрута 9 км. A—B—D—C—E: длина маршрута 8 км. 
13;3;img/z3/13.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;8;6,7,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C. Из пункта B можно попасть в пункты D, E. Из пункта C можно попасть в пункт D. Из пункта D можно попасть в пункт E.   A—B—D—E: длина маршрута 9 км. A—B—E: длина маршрута 9 км. A—C—D—E: длина маршрута 8 км. 
14;2;img/z3/14.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;5;4,6,7; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункты D, E.   A—B—C—E: длина маршрута 5 км. A—C—E: длина маршрута 7 км. A—D—C—E: длина маршрута 6 км. 
15;2;img/z3/15.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;8;7,9,10; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C. Из пункта B можно попасть в пункты C, D. Из пункта C можно попасть в пункт D. Из пункта D можно попасть в пункт E.   A—B—C—D—E: длина маршрута 9 км. A—C—D—E: длина маршрута 8 км. A—B—D—E: длина маршрута 10 км. 
16;3;img/z3/16.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;11;13,12,10; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C. Из пункта B можно попасть в пункты C, E. Из пункта C можно попасть в пункт D. Из пункта D можно попасть в пункт E.   A—B—C—D—E: длина маршрута 18 км. A—B—E: длина маршрута 12 км. A—C—D—E: длина маршрута 13 км. А—С—В—Е: длина маршрута 11 км. 
17;3;img/z3/17.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;13;9,11,15; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, F. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункты D, E. Из пункта D можно попасть в пункт F. Из пункта E можно попасть в пункт F.   A—F: длина маршрута 15 км. A—B—C—E—F: длина маршрута 15 км. A—B—C—D—F: длина маршрута 14 км. A—C—E—F: длина маршрута 14 км. A—C—D—F: длина маршрута 13 км. 
18;1;img/z3/18.png;Между населёнными пунктами А, В, С, D, Е построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;5;6,7,4; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D, E . Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункты D, F. Из пункта D можно попасть в пункт E. Из пункта E можно попасть в пункт F.   A—E—F: длина маршрута 7 км. A—B—C—F: длина маршрута 8 км. A—C—D—E—F: длина маршрута 14 км. A—D—E—F: длина маршрута 9 км. A—C—F: длина маршрута 5 км. 
19;2;img/z3/19.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;6;5,7,4; Найдём все варианты маршрутов из A в F и выберем самый короткий.   A-B-C-D-E-F: длина маршрута 18 км. A-B-C-F: длина маршрута 9 км. A-C-D-E-F: длина маршрута 15 км. A-C-F: длина маршрута 6 км. A-D-C-F: длина маршрута 7 км. A-D-E-F: длина маршрута 10 км. A-E-D-C-F: длина маршрута 8 км. A-E-F: длина маршрута 7 км.   Кратчайший маршрут имеет длину 6 км. 
20;2;img/z3/20.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;6;5,7,8; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункт F. Из пункта D можно попасть в пункты E, F. Из пункта E можно попасть в пункт F.   A—C—F: длина маршрута 6 км. A—B—C—F: длина маршрута 8 км. A—D—E—F: длина маршрута 6 км. A—D—F: длина маршрута 7 км. 
21;3;img/z3/21.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;7;5,6,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункт F. Из пункта D можно попасть в пункты E, F. Из пункта E можно попасть в пункт F.   A—B—C—F: длина маршрута 9 км. A—C—F: длина маршрута 7 км. A—D—E—F: длина маршрута 7 км. A—D—F: длина маршрута 7 км. 
22;1;img/z3/22.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;6;7,8,9; Найдём все варианты маршрутов из A в F и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, F. Из пункта B можно попасть в пункты C, D, F. Из пункта C можно попасть в пункт E. Из пункта E можно попасть в пункт F.   A—C—E—F: длина маршрута 7 км. A—F: длина маршрута 9 км. A—B—C—E—F: длина маршрута 6 км. A—B—F: длина маршрута 7 км. 
23;2;img/z3/23.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;7;6,8,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, F. Из пункта B можно попасть в пункты C, D, F. Из пункта C можно попасть в пункт E. Из пункта E можно попасть в пункт F.   A—C—E—F: длина маршрута 8 км. A—F: длина маршрута 7 км. A—B—C—E—F: длина маршрута 7 км. A—B—F: длина маршрута 7 км. 
24;4;img/z3/24.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F (при условии, что передвигаться можно только по построенным дорогам).;4;5,6,3; Найдём все варианты маршрутов из A в F и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D, E, F. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункт D. Из пункта D можно попасть в пункт E. Из пункта E можно попасть в пункт F.   A—B—C—D—E—F: длина маршрута 12 км. A—C—D—E—F: длина маршрута 5 км. A—D—E—F: длина маршрута 4 км. A—E—F: длина маршрута 6 км. A—F: длина маршрута 5 км. 
25;1;img/z3/25.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F (при условии, что передвигаться можно только по построенным дорогам).;5;6,7,4; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D, E, F. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункт D. Из пункта D можно попасть в пункт E. Из пункта E можно попасть в пункт F.   A—B—C—D—E—F: длина маршрута 14 км. A—C—D—E—F: длина маршрута 7 км. A—D—E—F: длина маршрута 6 км. A—E—F: длина маршрута 7 км. A—F: длина маршрута 5 км. 
26;1;img/z3/26.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F (при условии, что передвигаться можно только по построенным дорогам).;5;7,3,9; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты C, D. Из пункта B можно попасть в пункты C, F. Из пункта C можно попасть в пункт F. Из пункта D можно попасть в пункты E, F. Из пункта E можно попасть в пункт F.   A—C—F: длина маршрута 6 км. A—C—B—F: длина маршрута 6 км. A—D—E—F: длина маршрута 7 км. A—D—F: длина маршрута 5 км. 
27;1;img/z3/27.png;Между населёнными пунктами А, В, С, D, Е, F построены дороги, протяжённость которых приведена в таблице;Определите длину кратчайшего пути между пунктами А и F (при условии, что передвигаться можно только по построенным дорогам).;6;8,10,4; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты C, D. Из пункта B можно попасть в пункты C, F. Из пункта C можно попасть в пункт F. Из пункта D можно попасть в пункты E, F. Из пункта E можно попасть в пункт F.   A—C—F: длина маршрута 8 км. A—C—B—F: длина маршрута 6 км. A—D—E—F: длина маршрута 7 км. A—D—F: длина маршрута 7 км. 
28;3;img/z3/28.png;Иван-Царевич спешит выручить Марью-Царевну из плена Кощея. В таблице указана протяжённость дорог между пунктами, через которые он может пройти. Укажите длину самого длинного участка кратчайшего пути от Ивана-Царевича до Марьи Царевны (от точки И до точки М). Передвигаться можно только по дорогам, указанным в таблице;1) 1;3;1,2,6; Найдём все варианты маршрутов из И в М и выберем самый короткий.   Из пункта И можно попасть в пункты А, Б, Г, М. Из пункта Г можно попасть в пункты И, М. Из пункта В можно попасть в пункты А, Б. Из пункта Б можно попасть в пункты В, И, М.   И—А—В—Б—М: длина маршрута 7 км. И—Б—М: длина маршрута 4 км. И—Г—М: длина маршрута 7 км. И—М: длина маршрута 8 км.   Самый короткий путь: И—Б—М. Длина маршрута 4 км, самый длинный участок этого пути равен 3. 
29;1;img/z3/29.png;Иван-Царевич спешит выручить Марью-Царевну из плена Кощея. В таблице указана протяжённость дорог между пунктами, через которые он может пройти. Укажите длину самого короткого участка кратчайшего пути от Ивана-Царевича до Марьи Царевны (от точки И до точки М). Передвигаться можно только по дорогам, указанным в таблице;1) 1;1;2,3,4; Найдём все варианты маршрутов из И в М и выберем самый короткий.   Из пункта И можно попасть в пункты А, Б, Г, М. Из пункта Г можно попасть в пункты И, М. Из пункта В можно попасть в пункты А, Б. Из пункта Б можно попасть в пункты В, И, М.   И—А—В—Б—М: длина маршрута 7 км. И—Б—М: длина маршрута 4 км. И—Г—М: длина маршрута 7 км. И—М: длина маршрута 8 км.   Самый короткий путь: И—Б—М. Длина маршрута 4 км, самый короткий участок этого пути равен 1. 
30;3;img/z3/30.png;У Пети Иванова родственники живут в 5 разных городах России. Расстояния между городами внесены в таблицу;Петя перерисовал её в блокнот в виде графа. Считая, что мальчик не ошибся при копировании, укажите, какой граф у Пети в тетради.;;,,; Проверим последовательно каждый граф.   1) Не соответствует таблице, поскольку согласно графу не существует прямой дороги из пункта A в пункт D. 2) Не соответствует таблице, поскольку согласно графу расстояние между пунктами D и B равно 3. 3) Граф соответствует таблице. 4) Не соответствует таблице, поскольку согласно графу не существует прямой дороги из пункта D в пункт C. 
31;2;img/z3/31.png;У Кати Евтушенко родственники живут в 5 разных городах России. Расстояния между городами внесены в таблицу;Катя перерисовала её в блокнот в виде графа. Считая, что девочка не ошиблась при копировании, укажите, какой граф у Кати в тетради.;;,,; Проверим последовательно каждый граф.   1) Не соответствует таблице, поскольку согласно графу не существует прямой дороги из пункта C в пункт E. 2) Граф соответствует таблице. 3) Не соответствует таблице, поскольку согласно графу не существует прямой дороги из пункта D в пункт B. 4) Не соответствует таблице, поскольку согласно графу не существует прямой дороги из пункта B в пункт E. 
32;4;img/z3/32.png;Учитель Иван Петрович живёт на станции Антоновка, а работает на станции Дружба. Чтобы успеть с утра на уроки, он должен ехать по самой короткой дороге. Проанализируйте таблицу и укажите длину кратчайшего пути от станции Антоновка до станции Дружба;1) 6;4;6,2,8; Найдём все варианты маршрутов из Антоновки в Дружбу и выберем самый короткий.   Из пункта Антоновка(А) можно попасть в пункты Васильки(В), Ежевичная(Е). Из пункта B можно попасть в пункт Дружба(Д). Из пункта Сельская(С) можно попасть в пункты Д, Е. Из пункта Д можно попасть в пункт Е.   А—В—Д: длина маршрута 6 км. А—Е—Д: длина маршрута 8 км. А—Е—С—Д: длина маршрута 4 км. 
33;2;img/z3/33.png;Учительница Марья Петровна живёт на станции Васильки, а работает на станции Дружба. Чтобы успеть с утра на уроки, она должна ехать по самой короткой дороге. Проанализируйте таблицу и укажите длину кратчайшего пути от станции Васильки до станции Дружба;1) 5;6;5,8,9; Найдём все варианты маршрутов от станции Васильки до станции Дружба и выберем самый короткий.   Из пункта Антоновка(А) можно попасть в пункты Васильки(В), Ежевичная(Е). Из пункта B можно попасть в пункт Сельская(С). Из пункта С можно попасть в пункты Д, Е. Из пункта Д можно попасть в пункт Е.   В—А—Е—Д: длина маршрута 9 км. В—А—Е—С—Д: длина маршрута 6 км. В—С—Д: длина маршрута 8 км. 
34;1;img/z3/34.png;Сельская малокомплектная школа находится в поселке Ивановское. Коля Иванов живёт в деревне Вершки. Определите, какое минимальное расстояние ему надо пройти, чтобы добраться до школы;1) 6;6;9,12,14; Найдём все варианты маршрутов от деревни Вершки до поселка Ивановское и выберем самый короткий.   Из пункта Вершки(В) можно попасть в пункты Борки(Б), Дальнее(Да) и Дубово(Ду). Из пункта Б можно попасть в пункты Красное(К), Да, Ивановское(И). Из пункта К можно попасть в пункты Ду, И. Из пункта Да можно попасть в пункт И.   В—Б—К—И: длина маршрута 16 км. В—Б—Да—И: длина маршрута 20 км. В—Б—И: длина маршрута 14 км. В—Да—И: длина маршрута 9 км. В—Ду—К—И: длина маршрута 6 км. 
35;2;img/z3/35.png;Сельская малокомплектная школа находится в поселке Вершки. Петя Орлов живёт в деревне Дальнее. Определите, какое минимальное расстояние ему надо пройти, чтобы добраться до школы;1) 6;8;6,11,15; Найдём все варианты маршрутов от деревни Дальнее до поселка Вершки и выберем самый короткий.   Из пункта Дальнее(Да) можно попасть в пункты Борки(Б), Красное(К), Дубово(Ду) и Ивановское(И). Из пункта Красное(К) можно попасть в пункты Б, Ду, И . Из пункта Вершки(В) можно попасть в пункты Б, Ду. Из пункта Б можно попасть в пункт И.   Да—Б—В: длина маршрута 15 км. Да—Б—К—Ду—В: длина маршрута 21 км. Да—К—Ду—В: длина маршрута 8 км. Да—Ду—В: длина маршрута 9 км. Да—И—Б—В: длина маршрута 19 км. Да—И—Б—К—Ду—В: длина маршрута 17 км. 
36;2;img/z3/36.png;Между  населёнными  пунктами A, B, C, D, E построены  дороги,  протяжённость которых(в километрах) приведена в таблице.;Определите длину кратчайшего пути между пунктами А и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;5;4,6,7; Найдём все варианты маршрутов из A в E и выберем самый короткий.   Из пункта A можно попасть в пункты B, C, D. Из пункта B можно попасть в пункт C. Из пункта C можно попасть в пункты D, E.   A—B—C—E: длина маршрута 5 км. A—С—E: длина маршрута 7 км. A—D—C—E: длина маршрута 6 км. 
37;2;img/z3/37.png;Водитель автомобиля должен добраться из пункта А в пункт D за 5 часов. Из представленных таблиц выберите такую, согласно которой водитель сможет доехать из пункта А в пункт D за это время. В ячейках таблицы указано время (в часах), которое занимает дорога из одного пункта в другой. Передвигаться можно только по дорогам, указанным в таблицах;1) 1;2;1,3,4; Найдём кратчайшие маршруты из A в D для каждой таблицы.   Исходя из первой таблицы, кратчайший маршрут из A в D: A—C—B—D, его можно преодолеть за 6 часов. Кратчайший маршрут из A в D для второй таблицы: A—B—D, его можно преодолеть за 5 часов. Для третьей таблицы кратчайшая дорога: A—C—B—D, она занимает 6 часов. Для четвёртой таблицы кратчайший маршрут: A—D, его можно преодолеть за 6 часов. 
38;4;img/z3/38.png;Водитель автомобиля должен добраться из пункта А в пункт C за 6 часов. Из представленных таблиц выберите такую, согласно которой водитель сможет доехать из пункта А в пункт C за это время. В ячейках таблицы указано время (в часах), которое занимает дорога из одного пункта в другой. Передвигаться можно только по дорогам, указанным в таблицах;1) 1;4;1,2,3; Найдём кратчайшие маршруты из A в С для каждой таблицы.   Исходя из первой таблицы, кратчайший маршрут из A в С: A—C, его можно преодолеть за 7 часов. Кратчайший маршрут из A в С для второй таблицы: A—B—С, занимает 7 часов. Для третьей таблицы кратчайшая дорога: A—B—C, она занимает 7 часов. Для четвёртой таблицы кратчайший маршрут: A—B—C, его можно преодолеть за 6 часов. 
39;1;img/z3/39.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и B. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;4;6,10,12; Искать следует маршрут, длина которого не превышает 12 км, поскольку длина A—B составляет 12 км. Рассмотрим маршруты:   A—C—B: длина маршрута 10 км, A—D—B: длина маршрута 6 км, A—E—B: длина маршрута 6 км, A—C—D—B: длина маршрута 4 км. 
40;3;img/z3/40.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и B. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;3;1,5,7; Искать следует маршрут, длина которого не превышает 5 км, поскольку длина A—B составляет 5 км. Рассмотрим маршруты:   A—C—E—B: длина маршрута 3 км, A—D—B: длина маршрута 7 км, A—D—E—B: длина маршрута 5 км. 
41;2;img/z3/41.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и B (при условии, что передвигаться можно только по построенным дорогам).;12;11,13,14; Найдём все варианты маршрутов из A в B и выберем самый короткий.   A—C—D—B: длина маршрута 13 км. A—C—E—B: длина маршрута 12 км. A—D—C—E—B: длина маршрута 15 км. A—D—B: длина маршрута 14 км. 
42;1;img/z3/42.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и C (при условии, что передвигаться можно только по построенным дорогам).;6;7,8,9; Найдём все варианты маршрутов из A в C и выберем самый короткий.   A—B—D—E—C: длина маршрута 14 км. A—B—D—C: длина маршрута 7 км. A—B—E—C: длина маршрута 6 км. A—D—C: длина маршрута 9 км. 
43;2;img/z3/43.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и D. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;6;5,7,8; Найдём все варианты маршрутов из A в D и выберем самый короткий.   A—B—C—D: длина маршрута 9 км. A—C—E—B: длина маршрута 12 км. A—D: длина маршрута 8 км. A—E—D: длина маршрута 6 км. 
44;2;img/z3/44.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и E. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;6;4,8,10; Найдём все варианты маршрутов из A в D и выберем самый короткий.   A—B—C—E: длина маршрута 6 км. A—B—D—E: длина маршрута 12 км. A—D—E: длина маршрута 16 км. 
45;2;img/z3/45.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в километрах) приведена в таблице;Определите длину кратчайшего пути между пунктами A и C. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;5;3,8,9; Найдём все варианты маршрутов из A в С и выберем самый короткий.   A—B—C: длина маршрута 9 км. A—C: длина маршрута 8 км. A—D—C: длина маршрута 12 км. A—D—E—C: длина маршрута 5 км. 
46;1;img/z3/46.png;Между населёнными пунктами A, B, C, D, E построены дороги, протяжённость которых (в км) приведена в таблице;Определите длину кратчайшего пути между пунктами A и C. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;7;8,9,12; Найдём все варианты маршрутов из A в С и выберем самый короткий.   A—B—C: длина маршрута 9 км. A—C: длина маршрута 9 км. A—D—C: длина маршрута 8 км. A—D—E—C: длина маршрута 7 км. 
47;2;img/z3/47.png;Машинист электропоезда должен добраться из пункта А в пункт C за 6 часов. Из представленных таблиц выберите такую, согласно которой машинист сможет доехать из пункта А в пункт C за это время. В ячейках таблицы указано время (в часах), которое занимает дорога из одного пункта в другой. Передвигаться можно только по дорогам, указанным в таблицах;Определите длину кратчайшего пути между пунктами A и C. Передвигаться можно только по дорогам, протяжённость которых указана в таблице.;7;; Найдём кратчайшие маршруты из A в С для каждой таблицы.   Исходя из первой таблицы, кратчайший маршрут из A в С: A—B—C, его можно преодолеть за 8 часов. Для второй таблицы кратчайшая дорога: A—B—C, она занимает 6 часов.йший маршрут: A—B—C, его можно преодолеть за 7 часов. 
