11;4;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Я памятник себе воздвиг нерукотворный.;608 бит;304 байт,38 байт,76 бит; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 38, включая пробелы. Следовательно, ответ 608 бит. 
12;3;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Вознёсся выше он главою непокорной Александрийского столпа.;944 бит;118 бит,472 байт,59 байт; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 59, включая пробелы. Следовательно, ответ 944 бит. 
13;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Слух обо мне пройдёт по всей Руси великой.;672 бит;42 байт,336 байт,84 бит; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 42, включая пробелы. Следовательно, ответ 672 бит. 
14;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Но так и быть! Судьбу мою отныне я тебе вручаю.;752 бит;376 байт,47 байт,94 бит; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 47, включая пробелы. Следовательно, ответ 752 бит. 
15;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Как я любил твои отзывы, глухие звуки, бездны глас.;816 бит;408 байт,102 бит,51 байт; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 51, включая пробелы. Следовательно, ответ 816 бит. 
16;2;Статья, набранная на компьютере, содержит 16 страниц, на каждой странице 30 строк, в каждой строке 32 символа. Определите информационный объём статьи в одной из кодировок Unicode, в которой каждый символ кодируется 16 битами.;30 Кбайт;24 Кбайт,480 байт,240 байт; Найдем количество символов в статье:   16·30·32 = 2^4·15·2^·2^5 =15 · 2^10.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   15·2·2^10 байт = 30 Кб. 
17;2;Реферат, набранный на компьютере, содержит 16 страниц, на каждой странице 50 строк, в каждой строке 64 символа. Для кодирования символов используется кодировка Unicode, при которой каждый символ кодируется 16 битами. Определите информационный объём реферата.;100 Кбайт;320 байт,128 Кбайт,1 Мбайт; Найдем количество символов в статье:   16·50·64 = 2^4·25·2^·2^6 =25 · 2^11.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   25·2·2^11 байт = 100 Кб. 
18;3;Реферат, набранный на компьютере, содержит 12 страниц, на каждой странице 48 строк, в каждой строке 64 символа. Для кодирования символов используется кодировка Unicode, при которой каждый символ кодируется 16 битами. Определите информационный объём реферата.;72 Кбайта;7 байт,27 Кбайт,2 Мбайта; Найдем количество символов в статье:   12·48·64 = 2^6·9·2^6 = 9 · 2^12.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   9·2^13 байт = 72 Кб. 
19;4;Реферат, набранный на компьютере, содержит 14 страниц, на каждой странице 36 строк, в каждой строке 64 символа. Для кодирования символов используется кодировка Unicode, при которой каждый символ кодируется 2 байтами. Определите информационный объём реферата.;63 Кбайта;12 Кбайт,24 Кбайта,58 Кбайт; Найдем количество символов в статье:   14·36·64 = 2^3·63·2^6 =63 · 2^9.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   63·2^10 байт = 63 Кб. 
20;3;Реферат, набранный на компьютере, содержит 48 страниц, на каждой странице 36 строк, в каждой строке 48 символа. Для кодирования символов используется кодировка, при которой каждый символ кодируется 8 битами. Определите информационный объём реферата.;81 Кбайт;900 байт,9 Кбайт,90 Кбайт; Найдем количество символов в статье:   48·36·48 = 2^6 · 9 · 9 · 2^4 = 81 · 2^10.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   81·2^10 байт = 81 Кб. 
21;4;Реферат, набранный на компьютере, содержит 24 страницы, на каждой странице 72 строки, в каждой строке 48 символов. Для кодирования символов используется кодировка КОИ-8, при которой каждый символ кодируется одним байтом. Определите информационный объём реферата.;81 Кбайт;18 байт,81 байт,18 Кбайт; Найдем количество символов в статье:   24·72·48 = 2^7·81·2^3 = 81 · 2^10.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   81·2^10 байт = 81 Кб. 
22;3;Учебник по информатике, набранный на компьютере, содержит 256 страниц, на каждой странице 40 строк, в каждой строке 60 символов. Для кодирования символов используется кодировка КОИ-8, при которой каждый символ кодируется 8 битами. Определите информационный объём учебника.;600 Кбайт;100 байт,200 Кбайт,1200 байт; Найдем количество символов в статье:   256·40·60 = 2^8 · 5 · 15 · 2^5 = 75 · 2^13.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   75 · 8 · 2^10 байт = 600 Кб. 
23;4;Монография, набранная на компьютере, содержит 1024 страницы, на каждой странице 56 строк, в каждой строке 64 символа. Для кодирования символов используется кодировка Unicode, при которой каждый символ кодируется 16 битами. Определите информационный объём монографии.;7 Мбайт;1 байт,3 Кбайта,5 Кбайт; Найдем количество символов в статье:   1024·56·64 = 2^19 · 7 = 7 · 2^19.   Один символ кодируется двумя байтами, 2^20 байт составляют 1 мегабайт, поэтому информационный объем статьи составляет   7·2^20 байт = 7 Мб. 
24;3;Статья, набранная на компьютере, содержит 8 страниц, на каждой странице 40 строк, в каждой строке 64 символа. Информационный объём статьи составляет 25 Кбайт. Определите, сколько бит памяти используется для кодирования каждого символа, если известно, что для представления каждого символа в ЭВМ отводится одинаковый объём памяти.;10;6,8,12; Найдем количество символов в статье:   8 · 40 · 64 = 2^12 · 5.   Информационный объём статьи составляет 25 Кбайт , 2^10 байт составляют 1 килобайт, поэтому на один символ приходится   (25 · 2^10)/(5 · 2^12) байт = 5/4 байт = 10 бит. 
25;2;Статья, набранная на компьютере, содержит 64 страницы, на каждой странице 52 строки, в каждой строке 52 символа. Информационный объём статьи составляет 169 Кбайт. Определите, сколько бит памяти используется для кодирования каждого символа, если известно, что для представления каждого символа в ЭВМ отводится одинаковый объём памяти.;8;6,10,12; Найдем количество символов в статье:   64 · 52 · 52 = 2^10 · 169.   Информационный объём статьи составляет 169 Кбайт , 2^10 байт составляют 1 килобайт, поэтому на один символ приходится   (169 · 2^10)/(169 · 2^10) байт = 1 байт = 8 бит. 
26;4;Монография, набранная на компьютере, содержит 2048 страниц, на каждой странице 48 строк, в каждой строке 72 символа. Для кодирования символов используется кодировка Unicode, при которой каждый символ кодируется 16 битами. Определите информационный объём монографии.;13.5 Мбайта;1 байт,5.2 Кбайта,10.3 Кбайта; Найдем количество символов в статье:   2048 · 48 · 72 = 2^18 · 27.   Один символ кодируется двумя байтами, 2^20 байт составляют 1 мегабайт, поэтому информационный объем статьи составляет   54 · 2^18 байт = 13,5 Мб. 
27;1;В одном из изданий книги Л.H. Толстого «Война и Мир» 1024 страницы. Какой объём памяти (в Мбайтах) заняла бы эта книга, если бы Лев Николаевич набирал её на компьютере в кодировке КОИ-8? На одной странице помещается 64 строки, а в строке помещается 64 символа. Каждый символ в кодировке  КОИ-8 занимает 8 бит памяти.;4;8,16,32; Найдем количество символов в книге:   1024 · 64 · 64 = 2^22.   Один символ кодируется одним байтом, 2^20 байт составляют 1 мегабайт, поэтому информационный объем статьи составляет   2^22 байт = 4 Мб. 
28;2;В одном из изданий книги М.А. Булгакова «Мастер и Маргарита» 256 страниц. Какой объём памяти (в Мбайтах) заняла бы эта книга, если бы Михаил Афанасьевич набирал её на компьютере и сохранял текст в одном из представлений Unicode, в котором каждый символ занимает 16 бит памяти? На одной странице помещается 64 строки, а в строке 64 символа.;2;1,16,2048; Найдем количество символов в книге:   256 · 64 · 64 = 2^20.   Один символ кодируется двумя байтами, 2^20 байт составляют 1 мегабайт, поэтому информационный объем статьи составляет   2^21 байт = 2 Мб. 
29;2;Для получения годовой оценки по МХК ученику требовалось написать доклад на 8 страниц. Выполняя это задание на компьютере, он набирал текст в кодировке Unicode. Какой объём памяти (в Кбайтах) займет доклад, если в каждой строке по 32 символа, а на каждой странице помещается 64 строки? Каждый символ в кодировке Unicode занимает 16 бит памяти.;32;16,64,256; Найдем количество символов в докладе:   8 · 32 · 64 = 2^14.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   2^15 байт = 32 Кб. 
30;2;Для получения годовой оценки по истории ученику требовалось написать доклад на 16 страниц. Выполняя это задание на компьютере, он набирал текст в кодировке Windows. Какой объём памяти (в Кбайтах) займет доклад, если в каждой строке по 64 символа, а на каждой странице помещается 64 строки? Каждый символ в кодировке Windows занимает 8 бит памяти.;64;4,128,256; Найдем количество символов в докладе:   16 · 64 · 64 = 2^16.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   2^16 байт = 64 Кб. 
31;4;Ученик набирает сочинение по литературе на компьютере, используя кодировку KOI-8. Определите какой объём памяти займёт следующая фраза:;176 бит;22 бита,88 байт,44 байт; Каждый символ кодируется 8 битами. Всего символов 22, включая пробелы. Следовательно, ответ 176 бит. 
32;4;Ученик набирает сочинение по литературе на компьютере, используя кодировку KOI-8. Определите какой объём памяти займёт следующая фраза:;216 бит;27 бит,108 бит,26 байт; Каждый символ кодируется 8 битами. Всего символов 27, включая пробелы. Следовательно, ответ 216 бит. 
33;2;Главный редактор журнала отредактировал статью, и её объём уменьшился на 2 страницы. Каждая страница содержит 32 строки, в каждой строке 64 символа. Информационный объём статьи до редактирования был равен 2 Мбайт. Статья представлена в кодировке Unicode, в которой каждый символ кодируется 2 байтами. Определите информационный объём статьи в Кбайтах в этом варианте представления Unicode после редактирования.;2040;2048,8,1024; Найдем количество символов в двух страницах:   2 · 32 · 64 = 2^12.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   8 · 2^10 байт = 8 Кб.   Информационный объём статьи до редактирования был равен 2 Мбайт = 2048 Кбайт, следовательно, информационный объём статьи после редактирования стал 2040 Кбайт. 
34;4;Главный редактор журнала отредактировал статью, и её объём уменьшился на 4 страницы. Каждая страница содержит 32 строки, в каждой строке 64 символа. Информационный объём статьи до редактирования был равен 1 Мбайт. Статья представлена в кодировке Unicode, в которой каждый символ кодируется 2 байтами. Определите информационный объём статьи в Кбайтах в этом варианте представления Unicode после редактирования.;1008;504,768,1024; Найдем количество символов в четырёх страницах:   4·32·64 = 2^13.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   16·2^10 байт = 16 Кб.   Информационный объём статьи до редактирования был равен 1 Мбайт = 1024 Кбайт, следовательно, информационный объём статьи после редактирования стал 1008 Кбайт. 
35;2;В  одной  из  кодировок Unicode каждый  символ  кодируется 16 битами.  Определите размер следующего предложения в данной кодировке. Я к вам пишу — чего же боле? Что я могу ещё сказать?;832 бит;52 байт,416 байт,104 бит; Каждый символ кодируется 16 битами или двумя байтами. Всего символов 52, включая пробелы. Следовательно, ответ 832 бит. 
36;2;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите информационный объём следующего предложения в данной кодировке.  Я памятник себе воздвиг нерукотворный.;608 бит;76 бит,38 байт,544 бит; Каждый символ кодируется 16 битами. Всего символов 38, включая пробелы и точку. Следовательно, ответ 608 бит. 
37;3;В одной из кодировок КОИ-8 каждый символ кодируется 8 битами. Определите информационный объём следующего предложения в данной кодировке.  И уносят меня в звенящую снежную даль.;304 бит;256 бит,608 бит,76 байт; Каждый символ кодируется 8 битами. Всего символов 38, включая пробелы. Следовательно, ответ 304 бит. 
38;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Не рой другому яму — сам в неё попадёшь;624 бита;39 байт,74 байт,78 бит; Каждый символ кодируется 16 битами. Всего символов 39. Следовательно, ответ 624 бита. 
39;4;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке. Любишь кататься — люби и саночки возить!;640 бит;40 байт,80 бит,320 бит; Каждый символ кодируется 16 битами. Всего символов 40, включая пробелы и точку. Следовательно, ответ 640 бита. 
40;4;Текст рассказа набран на компьютере. Информационный объём получившегося файла 15 Кбайт. Текст занимает 10 страниц, на каждой странице одинаковое количество строк, в каждой строке 64 символа. Все символы представлены в кодировке Unicode. В используемой версии Unicode каждый символ кодируется 2 байтами. Определите, сколько строк помещается на каждой странице.;12;48,24,32; Информационный объём файла V = 2PSC, где P — количество страниц, S —число строк, C — число символов в строке, множитель 2 — это информационный вес одного символа в байтах. Откуда получаем:   S = V/(2PC)=15 · 2^10/(2 · 10 · 64) = 12   На одной странице помещается 12 строк. 
41;3;Текст рассказа набран на компьютере. Информационный объём получившегося файла 9 Кбайт. Текст занимает 6 страниц, на каждой странице одинаковое количество строк, в каждой строке 48 символов. Все символы представлены в кодировке КОИ-8, в которой каждый символ кодируется 8 битами. Определите, сколько строк помещается на каждой странице.;32;48,24,12; Информационный объём файла V = 8PSC, где P — количество страниц, S —число строк, C — число символов в строке, множитель 8 — это информационный вес одного символа в битах. Откуда получаем:   S = V/(8PC)=9 · 2^10 · 2^3/(8 · 6 · 48) = 32   На одной странице помещается 32 строки. 
42;2;В одной из кодировок Unicode каждый символ кодируется 16 битами.Определите размер следующего  предложения в данной кодировке. ;848 бит;53 байт,424 байт,106 бит; Каждый символ кодируется 16 битами. Всего символов 53, включая пробелы. Следовательно, ответ 848 бит. 
43;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке. ;108 байт;432 байт,54 бит,54 байт; Каждый символ кодируется 16 битами. Всего символов 54, включая пробелы. Следовательно, ответ 864 бит, или 108 байт. 
44;2;В одном из изданий книги Л.Н. Толстого «Война и мир» 1024 страницы. Какой объём памяти (в Мбайт) заняла бы эта книга, если бы Лев Николаевич набирал её на компьютере в одной из кодировок Unicode? На одной странице в среднем помещается 64 строки, а в строке 64 символа. (Каждый символ в кодировке Unicode занимает 16 бит памяти.);8;4,32,8192; Найдем количество символов в книге:   1024 · 64 · 64 = 2^10 · 2^6 · 2^6 = 2^22.   Один символ кодируется шестнадцатью битами, 2^3 бит составляют один байт, 2^10 байт составляют 1 килобайт, 2^10 килобайт составляют 1 мегабайт поэтому информационный объем книги составляет   2^22 · 2^4/(2^3 · 2^10 · 2^10) байт = 2^3 Мбайт = 8 Мб. 
45;4;В одном из изданий первого тома А. Дюма «Три мушкетёра» 512 страниц. Какой объём памяти (в Мбайт) заняла бы эта книга, если бы Александр Дюма набирал её на компьютере в одной из кодировок Unicode? На одной странице в среднем помещается 64 строки, а в строке 64 символа. (Каждый символ в кодировке Unicode занимает 16 бит памяти.);4;32,64,4096; Найдем количество символов в книге:   512 · 64 · 64 = 2^9 · 2^6 · 2^6 = 2^21.   Один символ кодируется шестнадцатью битами, 2^3 бит составляют один байт, 2^10 байт составляют 1 килобайт, 2^10 килобайт составляют 1 мегабайт поэтому информационный объем книги составляет   2^21/(2^3 · 2^10 · 2^10) байт = 2^23 = 2^2 = 4 Мб. 
46;4;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке. Семь раз отмерь, один раз отрежь!;528 бит;33 байт,64 байт,66 бит ; В предложении 33 символа. Следовательно, размер предложения в кодировке Unicode составляет: 33 · 16 = 528 бит. 
47;3;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке. Слово не воробей, вылетит — не поймаешь!;80 байт;40 байт,78 байт,80 бит; В предложении 40 символов. Следовательно, размер предложения в кодировке Unicode составляет: 40 · 16 = 640 бит = 80 байт. 
48;4;Статья, набранная на компьютере, содержит 16 страниц, на каждой странице 35 строк, в каждой строке 64 символа. Определите информационный объём статьи в кодировке Windows-1251, в которой каждый символ кодируется 8 битами.;35 Кбайт;280 байт,28 Кбайт,560 байт ; Найдем количество символов в статье:   16 · 35 · 64 = 2^10·35.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет 35 Кб. 
49;1;Статья, набранная на компьютере, содержит 16 страниц, на каждой странице 32 строк, в каждой строке 25 символа. Определите информационный объём статьи в одной из кодировок Unicode, в которой каждый символ кодируется 16 битами.;25 Кбайт ;20 Кбайт,400 байт,200 байт; Найдем количество символов в статье:   16 · 32 · 25 = 2^9·25.   Один символ кодируется двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет 25 Кб. 
50;1;Статья, набранная на компьютере, содержит 8 страниц, на каждой странице 40 строк, в каждой строке 64 символа. В одном из представлений Unicode каждый символ кодируется 16 битами. Определите информационный объём статьи в этом варианте представления Unicode.;40 Кбайт ;640 байт,320 байт,35 Кбайт; Найдем количество символов в статье:   8 · 40 · 64 = 2^12·5.   Один символ кодируется 16 битами или двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет 2^3 · 5 = 40 Кб. 
51;1;Статья, набранная на компьютере, содержит 16 страниц, на каждой странице 40 строк, в каждой строке 40 символов. В одном из представлений Unicode каждый символ кодируется 16 битами. Определите информационный объём статьи в этом варианте представления Unicode.;50 Кбайт ;40 Кбайт,400 байт,800 байт; Найдем количество символов в статье:   16 · 40 · 40 = 2^10·25.   Один символ кодируется 16 битами или двумя байтами, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет 2 · 25 = 50 Кб. 
52;1;В одной из кодировок Unicode каждый символ кодируется 16 битами. Определите размер следующего предложения в данной кодировке: Но так и быть! Судьбу мою отныне я тебе вручаю.;752 бит;376 байт,94 бит,47 байт; Предложение состоит из 47 символов включая пробелы и знаки препинания. Следовательно, размер предложения равен 47 · 16 = 752 бит. 
53;3;Рассказ, набранный на компьютере, содержит 8 страниц, на каждой странице 40 строк, в каждой строке 48 символов. Определите информационный объём рассказа в кодировке Windows, в которой каждый символ кодируется 8 битами.;30 Кбайт;120000 бит,15 Кбайт,; Количество символов в статье:   8 · 40 · 48 = 15360.   Каждый символ кодируется 8 битами или 1 байтом. Следовательно, информационный объём рассказа составляет 15360 байт = 15 Кбайт. 
54;4;Статья, набранная на компьютере, содержит 32 страницы, на каждой странице 32 строки, в каждой строке 25 символов. Определите информационный объём статьи в кодировке Windows-1251, в которой каждый символ кодируется 8 битами.;25 Кбайт;200 байт,400 байт,20 Кбайт ; Найдем количество символов в статье:   32 · 32 · 25 = 2^5· 2^5 · 25 = 25 · 2^10.   Один символ кодируется одним байтом, 2^10 байт составляют 1 килобайт, поэтому информационный объем статьи составляет   25 · 2^10 байт = 25 Кб.   
