11;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Команда1 Сместиться на (3, 2) Сместиться на (2, 1) Конец{n}Сместиться на (−12, −8){n}После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды <b>Команда1</b>?</pre>;;1) Сместиться на (−8, −4);незамкнутая ломаная линия;правильный пятиугольник,правильный треугольник,правильный шестиугольник ; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 60° = 120° друг к другу. Такой угол составляют между собой стороны правильного шестиугольника. Для того, чтобы нарисовать правильный шестиугольник Черепашке необходимо минимум шесть шагов. Цикл повторяется пять раз, следовательно, оставленный Черепашкой след представляет собой незамкнутую ломаную линию.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
12;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Команда1 Сместиться на (3, 2) Сместиться на (2, 1) Конец{n}Сместиться на (−12, −8){n}После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды <b>Команда1</b>?</pre>;;1) Сместиться на (−8, −4);правильный четырёхугольник;незамкнутая ломаная линия,правильный девятиугольник,правильный пятиугольник; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 90° = 90° друг к другу. Такой угол составляют между собой стороны правильного четырёхугольника. Поэтому за первые четыре шага алгоритма Черепашка нарисует правильный четырёхугольник, а за следующий шаг пройдет по его стороне ещё раз. Следовательно, оставленный Черепашкой след представляет собой правильный четырёхугольник.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
13;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Команда1 Сместиться на (3, 2) Сместиться на (2, 1) Конец{n}Сместиться на (−12, −8){n}После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды <b>Команда1</b>?</pre>;;1) Сместиться на (−8, −4);правильный треугольник;правильный пятиугольник,незамкнутая ломаная линия,правильный шестиугольник  ; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 120° = 60° друг к другу. Такой угол составляют между собой стороны правильного треугольника. Поэтому за первые три шага алгоритма Черепашка нарисует правильный треугольник, а за следующий шаг пройдет по двум его сторонам ещё раз. Следовательно, оставленный Черепашкой след представляет собой правильный треугольник.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
14;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Команда1 Сместиться на (3, 2) Сместиться на (2, 1) Конец{n}Сместиться на (−12, −8){n}После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды <b>Команда1</b>?</pre>;;1) Сместиться на (−8, −4);незамкнутая ломаная линия;правильный треугольник,правильный шестиугольник,правильный пятиугольник; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 60° = 120° друг к другу. Такой угол составляют между собой стороны правильного шестиугольника. Поэтому команды [Вперёд 100 Направо 60] повторяются пять раз, оставленный Черепашкой след представляет собой незамкнутую ломаную линию.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
15;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 3 paз{n}Команда1 Сместиться на (3, 3) Сместиться на (1, −2) Конец{n}Сместиться на (−6, 9)</pre>;;После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды Команда1?;Сместиться на (−2. −4);Сместиться на (−6. −12),Сместиться на (2. −10),Сместиться на (2. 4); Команда Повтори 3 раз означает, что команды Сместиться на (3, 3) и Сместиться на (1, −2) выполнятся три раза. В результате чего Чертёжник переместится на 3·(3 + 1, 3 − 2) = (12, 3). Выполнив последнюю команду Сместиться на (−6, 9), Чертёжник окажется в точке (6, 12).   Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (−6, −12). Учитывая, наличие команды Повтори 3, приходим к выводу, что Команда 1 это команда Сместиться на (−2, −4). 
16;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 2 paз{n}Команда1 Сместиться на (1, 3) Сместиться на (1, −2) Конец{n}Сместиться на (2, 6)</pre>;;После выполнения этого алгоритма Чертёжник вернулся в исходную точку. Какую команду надо поставить вместо команды Команда1?;Сместиться на (− 3. − 4);Сместиться на (− 6. − 8),Сместиться на (3. 4),Сместиться на (− 4. − 7); Команда Повтори 2 раз означает, что команды Сместиться на (1, 3) и Сместиться на (1, −2) выполнятся два раза. В результате чего Чертёжник переместится на 2·(1 + 1, 3 − 2) = (4, 2). Выполнив последнюю команду Сместиться на (2, 6), Чертёжник окажется в точке (6, 8).   Чтобы Чертёжник вернулся в исходную точку, необходимо переместить его на (−6, −8). Учитывая, наличие команды Повтори 2, приходим к выводу, что Команда 1 это команда Сместиться на (−3, −4). 
17;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 3 paз{n}Сместиться на (−2, −1) Сместиться на (3, 2) Сместиться на (2,1) Конец</pre>;;На какую одну команду можно заменить этот алгоритм, чтобы Чертёжник оказался в той же точке, что и после выполнения алгоритма?;Сместиться на (9. 6);Сместиться на (−9. −6),Сместиться на (6. 9),Сместиться на (−6. −9); Заметим, что после выполнения команд Сместиться на (−2, −1) и Сместиться на (2, 1), Чертёжник не изменит своего положения. Команда Повтори 3 раз означает, что команда Сместиться на (3, 2) выполнятся три раза. В результате Чертёжник переместится на (9, 6).   Таким образом, алгоритм можно заменить на команду Сместиться на (9, 6). 
18;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 4 paз{n}Сместиться на (−1, −1) Сместиться на (2, 2) Сместиться на (3, −3) Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (−16. 8);Сместиться на (−16. −8),Сместиться на (16. 8),Сместиться на (16. −8); Команда Повтори 4 раз означает, что команды Сместиться на (−1, −1), Сместиться на (2, 2) и Сместиться на (3, −3) выполнятся четыре раза. В результате Чертёжник переместится на 4·(−1 + 2 + 3, −1 + 2 −3) = (16, −8). Таким образом, чертёжник окажется в точке (16. −8). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться на (−16, 8). 
19;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 3 paза{n}Сместиться на (1, 1) Сместиться на (2, 2) Сместиться на (1, −3) Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (-12. 0);Сместиться на (12. 0),Сместиться на (0. 12),Сместиться на (0. -12); Команда Повтори 3 раз означает, что команды Сместиться на (1, 1), Сместиться на (2, 2) и Сместиться на (1, −3) выполнятся три раза. В результате Чертёжник переместится на 3·(1 + 2 + 1. 1 + 2 −3) = (12, 0). Таким образом, чертёжник окажется в точке (12. 0). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться на (−12, 0). 
20;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 5 paз{n}Сместиться на (1, 2) Сместиться на (−2, 2) Сместиться на (2, −3) Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (−5. −5);Сместиться на (−5. −2),Сместиться на (−3. −5),Сместиться на (−5. −4); Команда Повтори 5 раз означает, что команды Сместиться на (1, 2) Сместиться на (−2, 2) Сместиться на (2, −3) выполнятся пять раза. В результате Чертёжник переместится на 5·(1 − 2 + 2, 2 + 2 −3) = (5, 5). Таким образом, чертёжник окажется в точке (5, 5). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться (−5, −5). 
21;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 7 paз{n}Сместиться на (−1, 2) Сместиться на (−5, 2) Сместиться на (4, −4) Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (14. 0);Сместиться на (15. 1),Сместиться на (16. 2),Сместиться на (17. 3); Команда Повтори 7 paз означает, что команды Сместиться на (−1, 2) Сместиться на (−5, 2) Сместиться на (4, −4) выполнятся семь раз. В результате Чертёжник переместится на 7·(−1 − 5 + 4, 2 + 2 − 4) = (−14, 0). Таким образом, чертёжник окажется в точке (−14, 0). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться на (14, 0). 
22;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 3 paза{n}Сместиться на (−1, 0) Сместиться на (0, 2) Сместиться на (4, −4) Конец</pre>;;Какую команду надо выполнить Чертёжнику, чтобы вернуться в исходную точку, из которой он начал движение?;Сместиться на (−9. 6);Сместиться на (6. 0),Сместиться на (−6. 2),Сместиться на (9. 3); Команда Повтори 3 раза означает, что команды Сместиться на (−1, 0) Сместиться на (0, 2) Сместиться на (4, −4) выполнятся три раза. В результате Чертёжник переместится на 3·(−1 + 0 + 4, 0 + 2 − 4) = (9, −6). Таким образом, чертёжник окажется в точке (9, −6). Следовательно, для того, чтобы Чертёжник вернулся в исходную точку ему необходимо выполнить команду Сместиться на (−9, 6). 
23;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 7 paз{n}Сместиться на (−1, 2) Сместиться на (−2, 2) Сместиться на (4, −4) Конец</pre>;;Каковы координаты точки, с которой Чертёжник начинал движение, если в конце он оказался в точке с координатами (0, 0)?;(−7. 0);(7. 0),(0. −7),(0. 7); Команда Повтори 7 paз означает, что команды Сместиться на (−1, 2) Сместиться на (−2, 2) Сместиться на (4, −4) выполнятся семь раз. В результате Чертёжник переместится на 7·(−1 − 2 + 4, 2 + 2 − 4) = (7, 0). Таким образом, чертёжник окажется в точке (7, 0). Следовательно, координаты точки, из которой Чертёжник начинал движение (−7, 0). 
24;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 7 paз{n}Сместиться на (−1, 2) Сместиться на (−2, 2) Сместиться на (4, −5) Конец</pre>;;Каковы координаты точки, с которой Чертёжник начинал движение, если в конце он оказался в точке с координатами (1, 1)?;(−6. 8);(6. 8),(8. −6),(8. 6); Команда Повтори 7 paз означает, что команды Сместиться на (−1, 2) Сместиться на (−2, 2) Сместиться на (4, −5) выполнятся семь раз. В результате Чертёжник переместится на 7·(−1 − 2 + 4, 2 + 2 − 5) = (7, −7). Поскольку в конце Чертёжник оказался в точке с координатами (1, 1), координаты точки, из которой Чертёжник начинал движение: (−6, 8). 
25;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 5 paз{n}Сместиться на (0, 1) Сместиться на (−2, 3) Сместиться на (4, −5) Конец</pre>;;Каковы координаты точки, с которой Чертёжник начинал движение, если в конце он оказался в точке с координатами (−1, −1)?;(−11. 4);(4. −11),(8. 22),(22. 8); Команда Повтори 5 paз означает, что команды Сместиться на (0, 1) Сместиться на (−2, 3) Сместиться на (4, −5) выполнятся пять раз. В результате Чертёжник переместится на 5·(0 − 2 + 4, 1 + 3 − 5) = (10, −5). Поскольку в конце Чертёжник оказался в точке с координатами (−1, −1), координаты точки, из которой Чертёжник начинал движение: (−11, 4). 
26;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 5 paз{n}Сместиться на (0, 1) Сместиться на (−2, 3) Сместиться на (4, −5) Конец</pre>;;Координаты точки, с которой Чертёжник начинал движение, (3, 1). Каковы координаты точки, в которой он оказался?;(13. −4);(15. −6),(14. −5),(12. −3); Команда Повтори 5 paз означает, что команды Сместиться на (0, 1) Сместиться на (−2, 3) Сместиться на (4, −5) выполнятся пять раз. В результате Чертёжник переместится на 5·(0 − 2 + 4, 1 + 3 − 5) = (10, −5). Поскольку Чертёжник начинал движение в точке с координатами (3, 1), координаты точки в которой он оказался: (13, −4). 
27;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 5 paз{n}Сместиться на (0, 1) Сместиться на (−1, 4) Сместиться на (3, −6) Конец</pre>;;Координаты точки, с которой Чертёжник начинал движение, (4, 0). Каковы координаты точки, в которой он оказался?;(14. −5);(15. −6),(13. −4),(12. −3); Команда Повтори 5 paз означает, что команды Сместиться на (0, 1) Сместиться на (−1, 4) Сместиться на (3, −6) выполнятся пять раз. В результате Чертёжник переместится на 5·(0 − 1 + 3, 1 + 4 − 6) = (10, −5). Поскольку Чертёжник начинал движение в точке с координатами (4, 0), координаты точки в которой он оказался: (14, −5). 
28;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (−1,1) Повтори 4 раз{n}Сместиться на (3,1) Сместиться на (0, 2) Сместиться на (−1, 4) конец</pre>;;На какую команду можно заменить этот алгоритм?;Сместиться на (7. 29);Сместиться на (8. 28),Сместиться на (−8. −28),Сместиться на (−7. −29); Команда Повтори 4 раз означает, что команды Сместиться на (3, 1) Сместиться на (0, 2) Сместиться на (−1, 4) выполнятся четыре раза. В результате Чертёжник переместится на 4·(3 + 0 − 1, 1 + 2 + 4) = (8, 28). Учитывая наличие первой команды Сместиться на (−1, 1), приходим к выводу, что весь алгоритм можно заменить на команду Сместиться на (7, 29). 
29;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (−5, 2) Повтори 5 раз{n}Сместиться на (2, 0) Сместиться на (−3, −3) Сместиться на (−1, 0) конец</pre>;;На какую команду можно заменить этот алгоритм?;Сместиться на (−15. −13);Сместиться на (−10. −15),Сместиться на (15. 13),Сместиться на (10. 15); Команда Повтори 5 раз означает, что команды Сместиться на (2, 0) Сместиться на (−3, −3) Сместиться на (−1, 0) выполнятся пять раз. В результате Чертёжник переместится на 5·(2 − 3 − 1, 0 − 3 + 0) = (−10, −15). Учитывая наличие первой команды Сместиться на (−5, 2), приходим к выводу, что весь алгоритм можно заменить на команду Сместиться на (−15, −13). 
30;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (−5, 2) Повтори 5 раз{n}Сместиться на (2, 0) Сместиться на (−3, −3) Сместиться на (−1, 0) конец</pre>;;На какую команду можно заменить этот алгоритм?;квадрат;правильный 180-угольник,правильный восьмиугольник,незамкнутая ломаная линия; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 90° = 90° друг к другу. Такой угол составляют между собой стороны квадрата. Поэтому за первые четыре шага алгоритма Черепашка нарисует квадрат, а за оставшиеся шаги пройдет по четырём его сторонам 176 раз. Следовательно, оставленный Черепашкой след представляет собой квадрат.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
31;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Сместиться на (−5, 2) Повтори 5 раз{n}Сместиться на (2, 0) Сместиться на (−3, −3) Сместиться на (−1, 0) конец</pre>;;На какую команду можно заменить этот алгоритм?;правильный шестиугольник;правильный 360-угольник,правильный треугольник,незамкнутая ломаная линия; Выполняя алгоритм, Черепашка оставляет след в виде одинаковых отрезков, расположенных под углом 180° − 60° = 120° друг к другу. Такой угол составляют между собой стороны правильного шестиугольника. Поэтому за первые шесть шагов алгоритма Черепашка нарисует правильный шестиугольник, а за оставшиеся шаги пройдет по шести его сторонам 354 раза. Следовательно, оставленный Черепашкой след представляет собой правильный шестиугольник.   Примечание: Сумма внутренних углов выпуклого n-угольника равна 180°(n − 2), поэтому угол между его сторонами может быть найден по формуле 180°(1 − 2/n). 
32;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори k раз{n}Команда1 Команда2 КомандаЗ {n}Конец</pre>;;Пусть Муравей и кубик расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:;Е2;Д2,Е1,ГЗ; Заметим, что после исполнения команд вправо 2 влево 2, Муравей окажется в той же клетке, из которой он стартовал. Изначально кубик находится в клетке Е4. Выполнив два раза команду вниз 1, Муравей передвинет кубик в клетку Е2. 
33;4;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори k раз{n}Команда1 Команда2 КомандаЗ {n}Конец</pre>;;Пусть Муравей и кубик расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:;Е6;Г6,Е4,Д1; Заметим, что после исполнения команд вниз 2 вверх 2, Муравей окажется в той же клетке, из которой он стартовал. Изначально кубик находится в клетке Б6. Выполнив четыре раза команду вправо 1, Муравей передвинет кубик в клетку Е6. 
34;3;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори k раз{n}Команда1 Команда2 КомандаЗ {n}Конец</pre>;;Пусть Муравей и кубики расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:;ДОМ;КОМ,ЛОМ,ТОМ; Выполнив команду вниз 4, Муравей окажется в клетке Г1. После исполнения команд вправо 1 вверх 1 влево 1 три раза, Муравей передвинет четыре кубика(КЛДТ) на три клетки вверх. Следовательно, в 6 строке будет записано слово ДОМ. 
35;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори k раз{n}Команда1 Команда2 КомандаЗ {n}Конец</pre>;;Пусть Муравей и кубики расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:;ЛОМ;КОМ,ДОМ,ТОМ; Выполнив команду вниз 3, Муравей окажется в клетке Г2. После исполнения команд вправо 1 вверх 1 влево 1 два раза, Муравей передвинет четыре кубика(КЛД) на две клетки вверх. Следовательно, в 6 строке будет записано слово ЛОМ. 
36;1;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Повтори 3 paз{n}Сместиться на (−2, −3) Сместиться на (3, 2) Сместиться на (−4,0) {n}Конец</pre>;;На какую одну команду можно заменить этот алгоритм, чтобы Чертёжник оказался в той же точке, что и после выполнения алгоритма?;Сместиться на (−9. −3);Сместиться на (−3. 9),Сместиться на (−3. −1),Сместиться на (9. 3); Команда Повтори 3 раз означает, что команды Сместиться на (−2, −3) Сместиться на (3, 2) Сместиться на (−4,0) выполнятся три раза. В результате чего Чертёжник переместится на 3·(−2 + 3 − 4, −3 + 2 + 0) = (−9, −3). Таким образом, этот алгоритм можно заменить на команду Сместиться на (−9, −3). 
37;2;Чертёжнику был дан для исполнения следующий алгоритм:{n}<pre>Пусть Муравей и кубик расположены так, как указано на рисунке. Муравью был дан для исполнения следующий алгоритм:{n}В какой клетке окажется кубик после выполнения этого алгоритма? {n}1) В5</pre>;;2) Г5;Г5;В5,Г4,Д5; Заметим, что за каждый цикл Муравей перемещает кубик на одну клетку вверх по столбцу Г. Следовательно, выполнив три раза цикл, Муравей окажется в клетке Д5, а кубик в клетке Г5. 
