11;3;<b>D:\2013\Весна\Май\Ландыш.dос</b>.;В некотором каталоге хранился файл <b>Ландыш.dос</b>. В этом каталоге создали подкаталог <b>Май</b> и файл <b>Ландыш.dос</b> переместили в созданный подкаталог. Полное имя файла стало;1) D:\2013\Май\Ландыш.doc;D:\2013\Весна\Ландыш.doc;D:\2013\Май\Ландыш.doc,D:\2013\Весна\Май\Ландыш.doc,D:\2013\Ландыш.doc; Полное имя файла до перемещения было D:\2013\Весна\Ландыш.doc. 
12;2;<b>D:\2013\Весна\Май\Ландыш.dос</b>.;В некотором каталоге хранился файл <b>Сирень.doc</b>, имевший полное имя <b>D:\2013\Лето\Сирень.doc</b>. В этом каталоге создали подкаталог <b>Июнь</b> и файл <b>Сирень.doc</b> переместили в созданный подкаталог. Укажите полное имя этого файла после перемещения;1) D:\2013\Лето\Сирень.doc;D:\2013\Лето\Июнь\Сирень.doc;D:\2013\Лето\Сирень.doc,D:\2013\Июнь\Сирень.doc,D:\Июнь\Сирень.doc; Полное имя файла после перемещения будет D:\2013\Лето\Июнь\Сирень.doc. 
13;1;<b>D:\2013\Лето\Июнь\Сирень.doc</b>;В некотором каталоге хранился файл <b>Сирень.doc</b>. В этом каталоге создали подкаталог <b>Июнь</b> и файл <b>Сирень.doc</b> переместили в созданный подкаталог. Полное имя файла стало;1) D:\2013\Лето\Сирень.doc;D:\2013\Лето\Сирень.doc;D:\2013\Сирень.doc,D:\2013\Лето\Июнь\Сирень.doc,D:\2013\Июнь\Сирень.doc; Полное имя файла до перемещения было D:\2013\Лето\Сирень.doc. 
14;1;<b>D:\2013\Осень\Хризантема.doc.</b>;В некотором каталоге хранился файл <b>Хризантема.doc,</b> имевший полное имя;В этом каталоге создали подкаталог <b>Ноябрь</b> и файл <b>Хризантема.doc</b> переместили в созданный подкаталог. Укажите полное имя этого файла после перемещения.;D:\2013\Осень\Ноябрь\Хризантема. doc;D:\Ноябрь\Хризантема.doc,D:\2013\Осень\Хризантема.doc,D:\2013\Ноябрь\Хризантема.doc; Полное имя файла после перемещения будет D:\2013\Осень\Ноябрь\Хризантема. doc. 
15;1;<b>D:\2013\Осень\Хризантема.doc.</b>;В каталоге<b> Июнь</b> хранился файл <b>Отчет.dос</b>. Позже этот каталог перенесли в каталог <b>Сданные</b>, расположенный в корне диска C. Укажите полное имя этого файла после перемещения.;1) С:\Сданные\Июнь\Отчет.dос;С:\Сданные\Июнь\Отчет.dос;С:\Июнь\Отчет.dос,C:\Отчет.doc,С:\Сданные\Отчет.doc; Полное имя файла после перемещения будет С:\Сданные\Июнь\Отчет.dос. 
16;1;<b>D:\2013\Осень\Хризантема.doc.</b>;В каталоге<b> Май</b> хранился файл <b>Сценарий.dос</b>. Позже этот каталог перенесли в каталог <b>Готово</b>, расположенный в корне диска C. Укажите полное имя этого файла после перемещения.;1) С:\Готово\Май\Сценарий.dос;С:\Готово\Май\Сценарий.dос;С:\Готово\Сценарий.dос,С:\Май\Сценарий.dос,С:\Сценарий.dос; Полное имя файла после перемещения будет С:\Готово\Май\Сценарий.dос. 
17;1;<b>D:\2013\Осень\Хризантема.doc.</b>;В некотором каталоге хранился файл <b>Газета</b>, имевший полное имя <b>С:\Сентябрь\Выпуск1\Газета</b>. Пользователь, находившийся в этом каталоге, поднялся на один уровень вверх, создал подкаталог <b>Вёрстка</b> и переместил в созданный подкаталог файл <b>Газета</b>. Каково стало полное имя этого файла после перемещения;1) С:\Сентябрь\Вёрстка\Газета;С:\Сентябрь\Вёрстка\Газета;С:\Bёрстка\Сентябрь\Выпуск1\Газета,С:\Вёрстка\Газета,С:\Сентябрь\Выпуск1\Вёрстка\Газета; Полное имя файла после перемещения стало С:\Сентябрь\Вёрстка\Газета. 
18;1; <b>С:\Транспорт\Сухопутный\Почтовый\Железнодорожный</b>.;Пользователь работал с каталогом <b>Автомобили</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз, потом ещё раз спустился на один уровень вниз. В результате он оказался в каталог;Запишите полный путь каталога, с которым пользователь начинал работу.;С:\Транспорт\Сухопутный\Автомобили;С:\Транспорт\Сухопутный\Почтовый\Автомобили,С:\Автомобили,С:\Автомобили\Транспорт; Выполним действия пользователя в обратном порядке, начиная из С:\Транспорт\Сухопутный\Почтовый\Железнодорожный. Поднимемся на два уровеня вверх, окажемся в С:\Транспорт\Сухопутный. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Автомобили. Таким образом, исходный каталог имеет полный путь С: \Транспорт\Сухопутный\Автомобили. 
19;2; <b>С:\Школа\Литература\Сочинения</b>.;Пользователь работал с каталогом <b>Поэты</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз, потом ещё раз спустился на один уровень вниз. В результате он оказался в каталог;Запишите полный путь каталога, с которым пользователь начинал работу.;С:\Школа\Поэты;С:\Школа\Поэты\Литература\Сочинения,С:\Школа\Литература\Поэты\Сочинения,С:\Поэты; Выполним действия пользователя в обратном порядке, начиная из С:\Школа\Литература\Сочинения. Поднимемся на два уровня вверх, окажемся в С:\Школа. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Поэты. Таким образом, исходный каталог имеет полный путь С:\Школа\Поэты. 
20;4;<b>С:\Катя\Информатика</b>.;Пользователь работал с каталогом <b>Школа</b>. Сначала он поднялся на один уровень вверх, затем ещё раз поднялся на один уровень вверх, а потом спустился на один уровень вниз. В результате он оказался в каталог;Каким может быть полный путь каталога, с которым пользователь начинал работу?;С:\Катя\Информатика\Школа;С:\Школа\Катя\Информатика,С:\Школа,С:\Программирование\Школа; Выполним действия пользователя в обратном порядке, начиная из С:\Катя\Информатика. Поднимемся на один уровень вверх, окажемся в С:\Катя. Теперь, спустившись на два уровня вниз, мы должны оказаться в каталоге Школа. Таким образом, исходный каталог имеет полный путь С:\Катя\Информатика\Школа. 
21;1; <b>С:\Кружок\Естественнонаучный</b>.;Пользователь работал с каталогом <b>Последовательности</b>. Сначала он поднялся на один уровень вверх, затем ещё раз поднялся на один уровень вверх, а потом спустился на один уровень вниз. В результате он оказался в каталог;Запишите полный путь каталога, с которым пользователь начинал работу.;С:\Кружок\Математика\Последовательности;С:\Математика\Кружок\Последовательности,С:\Последовательности,С:\Естественнонаучный\Кружок\Последовательности; Выполним действия пользователя в обратном порядке, начиная из С:\Кружок\Естественнонаучный. Поднимемся на один уровень вверх, окажемся в С:\Кружок. Теперь, спустившись на два уровня вниз, мы должны оказаться в каталоге Последовательности. Таким образом, исходный каталог имеет полный путь С:\Кружок\Математика\Последовательности. 
22;4; <b>С:\Школа\Ученики\9класс</b>.;Пользователь работал с каталогом <b>Девочки</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз, потом ещё раз спустился на один уровень вниз. В результате он оказался в каталог;Запишите полный путь каталога, с которым пользователь начинал работу.;С:\Школа\Девочки;С:\Школа\Ученики\9класс\Девочки,С:\Школа\Девочки\9класс,С:\Школа\9класс\Девочки; Выполним действия пользователя в обратном порядке, начиная из С:\Школа\Ученики\9класс. Поднимемся на два уровня вверх, окажемся в С:\Школа. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Девочки. Таким образом, исходный каталог имеет полный путь С:\Школа\Девочки. 
23;4; <b>С:\Питомцы\Попугайчики</b>.;В поисках нужного файла Петя последовательно переходил из каталога в каталог, при этом он несколько раз поднимался на один уровень вверх и несколько раз опускался на один уровень вниз. Полный путь каталога, с которым Петя начинал работу;Каким может быть полный путь каталога, в котором оказался Петя, если известно, что на уровень вниз он спускался больше раз, чем поднимался вверх?;С:\Питомцы\Ара\Корм;С:\Питомцы,С:\Попугайчики,С:\Питомцы\Попугайчики; Поскольку Петя начал переходить из каталога С:\Питомцы\Попугайчики и спускался на уровень вниз больше раз, чем поднимался, конечный каталог имеет нечетный уровень вложенности. Этому условию удовлетворяет только путь каталога С:\Питомцы\Ара\Корм. 
24;3; <b>С:\Собаки\Охота</b>.;В поисках нужного файла Игорь последовательно переходил из каталога в каталог, при этом он несколько раз поднимался на один уровень вверх и несколько раз опускался на один уровень вниз. Полный путь каталога, с которым Игорь начинал работу;Каким может быть полный путь каталога, в котором оказался Игорь, если известно, что на уровень вниз он спускался больше раз, чем поднимался вверх?;С:\Охота\Собаки\Гончие;С:\Собаки,С:\Охота,С:\Собаки\Охота; Поскольку Игорь начал переходить из каталога С:\Собаки\Охота и спускался на уровень вниз больше раз, чем поднимался, конечный каталог имеет нечетный уровень вложенности. Этому условию удовлетворяет только путь каталога С:\Охота\Собаки\Гончие. 
25;4;<b>С:\Игры\Настольные\Домино</b>.;В поисках нужного файла Вова последовательно переходил из каталога в каталог, при этом он несколько раз поднимался на один уровень вверх и несколько раз опускался на один уровень вниз. Полный путь каталога, с которым Вова начинал работу;Каким может быть полный путь каталога, в котором оказался Вова, если известно, что на уровень вниз он спускался больше раз, чем поднимался вверх?;С:\Игры\Настольные\Домино\Детское;С:\Игры,С:\Игры\Настольные,С:\Игры\Настольные\Лото; Поскольку Вова начал переходить из каталога С:\Игры\Настольные\Домино и спускался на уровень вниз больше раз, чем поднимался, конечный каталог имеет четный уровень вложенности. Этому условию удовлетворяет только путь каталога С:\Игры\Настольные\Домино\Детское. 
26;1;<b>С:\Контрольные\Рубежные\Информатика</b>.;В поисках нужного файла Саша последовательно переходил из каталога в каталог, при этом он несколько раз поднимался на один уровень вверх и несколько раз опускался на один уровень вниз. Полный путь каталога, с которым Саша начинал работу;Каким может быть полный путь каталога, в котором оказался Саша, если известно, что на уровень вниз он спускался меньше раз, чем поднимался вверх?;С:\Контрольные;С:\Контрольные\Рубежные\Информатика,С:\Контрольные\Рубежные\Информатика\Вариант1,С:\Контрольные\Рубежные\Физика\Черновик; Поскольку Саша начал переходить из каталога С:\Контрольные\Рубежные\Информатика и спускался на уровень вниз меньше раз, чем поднимался, конечный каталог имеет нечетный уровень вложенности. Этому условию удовлетворяет только путь каталога С:\Контрольные. 
27;3;<b>С:\Учебный\Информатика\Кодирование</b>.;В поисках нужного файла Витя последовательно переходил из каталога в каталог, при этом он несколько раз поднимался на один уровень вверх и несколько раз опускался на один уровень вниз. Полный путь каталога, с которым Витя начинал работу;Каким может быть полный путь каталога, в котором оказался Витя, если известно, что на уровень вниз он спускался столько же раз, сколько поднимался вверх?;С:\Учебный\Математика\Дроби;С:\Учебный,С:\Учебный\Информатика\Программирование\Паскаль,С:\Учебный\Информатика; Поскольку Витя начал переходить из каталога С:\Учебный\Информатика\Кодирование и спускался на уровень вниз столько же раз, сколько поднимался, конечный каталог имеет нечетный уровень вложенности. Этому условию удовлетворяет только путь каталога С:\Учебный\Математика\Дроби. 
28;3;<b>С:\Учебный\Информатика\Кодирование</b>.;Ваня Сидоров, работая над проектом по геометрии, создал следующие файлы:;D:\Геометрия\Проект\Графики.bmp ;D:\Учёба\Работа;Проект,D:\Учёба,D:\Геометрия\Проект; Заметим, что в папке «Работа» нет никаких других файлов, кроме Основа. doc и Замечания.doc. Следовательно, при удалении всех файлов с расширением .doc, эта папка останется пустой. 
29;2;<b>С:\Учебный\Информатика\Кодирование</b>.;Марина Иванова, работая над проектом по литературе, создала следующие файлы;D:\Литература\Проект\Есенин.bmp;D:\Учёба\Работа;Литература,D:\Учёба,D:\Литература\Проект; Заметим, что в папке «Работа» нет никаких других файлов, кроме Писатели.doc и Поэты.doc. Следовательно, при удалении всех файлов с расширением .doc, эта папка останется пустой. 
30;3;<b>С:\Дом\Рецепты\Напитки\Компот.doc.</b>;В некотором каталоге хранится файл <b>Компот.doc</b>. После того, как в этом каталоге создали подкаталог и переместили туда файл <b>Компот.doc</b>, его полное имя стало;1) Дом;Напитки;Дом,Рецепты,С:\Дом\Рецепты; Поскольку полное имя файла после создания подкаталога С:\Дом\Рецепты\Напитки\Компот.doc, созданный подкаталог называется Напитки. 
31;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;В некотором каталоге хранится файл <b>Оценки.doc</b>. После того, как в этом каталоге создали подкаталог и переместили туда файл <b>Оценки.doc</b>, его полное имя стало;1) Классы;С:\Школа\Классы\9Б;Классы,С :\Школа\Классы,9Б; Поскольку полное имя файла после создания подкаталога С:\Школа\Классы\9Б\Оценки.doc, полное имя созданного подкаталога — С:\Школа\Классы\9Б. 
32;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Сдав доклад по биологии на «отлично», ученик перенёс папку, полный путь до которой был <b>D:\Учёба\Биология\Млекопитающие</b>, в папку Сданные, расположенную в корне диска <b>С</b>. Укажите полный путь к файлу <b>Виды слонов.txt</b>, расположенному в папке <b>Млекопитающие</b>.;1) Сданные\Млекопитающие\Виды_слонов.txt;С:\Сданные\Млекопитающие\Виды_слонов.txt;Сданные\Млекопитающие\Виды_слонов.txt,С:\Сданные\ Виды_слонов.txt,С:\ Учёба\Биология\Млекопитающие\Виды_слонов.txt; Поскольку полный путь был D:\Учёба\Биология\Млекопитающие, полный путь файла будет   С:\Сданные\Млекопитающие\Виды_слонов.txt. 
33;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Сдав доклад по истории на «отлично», ученик перенёс папку, полный путь до которой был <b>D:\Учеба\История\1917</b> в папку <b>Сданные</b>, расположенную в корне диска <b>С</b>. Укажите полный путь к файлу <b>Гражданская_война.txt</b>, расположенному в папке <b>1917</b>.;1) С:\Сданные\Гражданская_война.txt;С:\Сданные\1917\Гражданская_война.txt;С:\Сданные\Гражданская_война.txt,Сданные\1917\Гражданская_война.txt,С:\Учёба\История\1917\Гражданская_война.txt; Поскольку полный путь был D:\Учеба\История\1917, полный путь файла будет С:\Сданные\1917\Гражданская_война.txt. 
34;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Файл <b>Растения_степей.doc</b> хранился в каталоге <b>С:\Красная_книга\Евразия\Россия</b>. Пользователь, находившийся в этом каталоге, поднялся на уровень вверх, потом ещё на уровень вверх и создал папку<b> Ботаника</b>. Потом он переместил в созданный подкаталог папку <b>Евразия</b> вместе со всем содержимым. Каково стало полное имя файла <b>Растения_степей.doc</b> после перемещения?;1) С:\Ботаника\Евразия\Россия\Растения_степей.doc;С:\Красная_книга\Ботаника\Евразия\Россия\Растения_степей.doc;С:\Ботаника\Евразия\Россия\Растения_степей.doc,С:\Ботаника\Евразия\Россия\Растения_степей.doc,С:\Красная_книга\Ботаника\Россия\Растения_степей.doc; Поднявшись на два уровня вверх и создал папку Ботаника, пользователь оказался в каталоге С:\Красная_книга\Ботаника. Следовательно, полное имя файла станет С:\Красная_книга\Ботаника\Евразия\Россия\Растения_степей.doc. 
35;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;В каталоге <b>С:\Красная_книга\Россия</b> хранился файл <b>Растения_степей.doc</b>. Пользователь, находившийся в этом каталоге, поднялся на один уровень вверх, создал каталог<b> Евразия</b> и переместил в созданный подкаталог папку <b>Россия</b> вместе со всем содержимым. Каково стало полное имя файла <b>Растения степей.doc</b> после перемещения?;1) С:\Красная_книга\Евразия\Россия;С:\Красная_книга\Евразия\Россия\Растения_степей.doc;С:\Красная_книга\Евразия\Россия,С:\Евразия\Россия\Растения степей.doc,С \Красная_книга\Растения_степей.doc; Поднявшись на уровень вверх и создав папку Евразия, пользователь оказался в каталоге С:\Красная_книга\. Следовательно, полное имя файла станет С:\Красная_книга\Евразия\Россия\Растения_степей.doc. 
36;1;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;В некотором каталоге хранился файл <b>Хризантема.doc</b>, имевший полное имя <b>D:\2013\Осень\Хризантема.doc</b>.  В  этом  каталоге  создали  подкаталог <b>Ноябрь</b>  и  файл <b>Хризантема.doc</b>  переместили  в  созданный  подкаталог. Укажите полное имя этого файла после перемещения.;1) D:\2013\Осень\Ноябрь\Хризантема.doc;D:\2013\Осень\Ноябрь\Хризантема.doc;D:\Ноябрь\Хризантема.doc,D:\2013\Осень\Хризантема.doc,D:\2013\Ноябрь\Хризантема.doc; Полное имя файла после перемещения будет D:\2013\Осень\Ноябрь\Хризантема.doc. 
37;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Ученик работал с каталогом <b>С:\Осень\Деревья\Клён</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Полив</b>, потом ещё раз поднялся на один уровень вверх и после этого спустился в каталог <b>Уход</b>. Запишите полный путь каталога, в котором оказался ученик. ;1) С:\Осень\Деревья\Полив;С:\Осень\Деревья\Уход;С:\Осень\Деревья\Полив,С:\Осень\Уход,С:\Полив; Выполним действия пользователя, стартуя из С:\Осень\Деревья\Клён. Поднимемся на один уровень вверх, окажемся в С:\Осень\Деревья. Теперь, спустившись на один уровень вниз, попадём в каталог С:\Осень\Деревья\Полив. Если из данного каталога подняться на один уровень вверх, а затем спуститься в каталог Уход, то полный путь каталога будет С:\Осень\Деревья\Уход. 
38;2;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Ученик работал с каталогом <b>С:\Лето\Растения\Ежевика</b>. Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Полив</b>, потом ещё раз поднялся на один уровень вверх и после этого спустился в каталог <b>Уход</b>. Запишите полный путь каталога, в котором оказался ученик.;1) С:\Лето\Растения\Полив;С:\Лето\Растения\Уход;С:\Лето\Растения\Полив,С:\Лето\Уход,С:\Полив; Выполним действия пользователя, стартуя из С:\Лето\Растения\Ежевика. Поднимемся на один уровень вверх, окажемся в С:\Лето\Растения. Теперь, спустившись на один уровень вниз, попадём в каталог С:\Лето\Растения\Полив. Если из данного каталога подняться на один уровень вверх, а затем спуститься в каталог Уход, то полный путь каталога будет С:\Лето\Растения\Уход. 
39;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Риэлтор работал с каталогом <b>D:\Квартиры\Цены\Дорогие.</b> Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Премиум</b>, потом он спустился ещё на один уровень в каталог <b>Центральный</b>. Укажите полный путь каталога, в котором оказался пользователь.;1) D:\Цены\Квартиры;D:\Квартиры\Цены\Премиум\Центральный;D:\Цены\Квартиры,D:\Квартиры\Цены\Центральный,D:\Центральный; Выполним действия пользователя, стартуя из D:\Квартиры\Цены\Дорогие. Поднимемся на один уровень вверх, окажемся в D:\Квартиры\Цены. Теперь, спустившись на один уровень вниз, попадём в каталог D:\Квартиры\Цены\Премиум. Если из данного каталога спуститься на один уровень вниз в каталог Центральный, то полный путь каталога будет D:\Квартиры\Цены\Премиум\Центральный. 
40;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Риэлтор работал с каталогом <b>D:\Квартиры\Цены\Дорогие.</b> Сначала он поднялся на один уровень вверх, затем спустился на один уровень вниз в каталог <b>Премиум</b>, потом он спустился ещё на один уровень в каталог <b>Центральный</b>, потом поднялся на один уровень вверх. Укажите полный путь каталога, в котором оказался пользователь.;1) D:\ Квартиры\Цены\Центральный;D:\Квартиры\Цены\Премиум;D:\ Квартиры\Цены\Центральный,D:\Центральный,D:\Цены\Квартиры; Выполним действия пользователя, стартуя из D:\Квартиры\Цены\Дорогие. Поднимемся на один уровень вверх, окажемся в D:\Квартиры\Цены. Теперь, спустившись на один уровень вниз, попадём в каталог D:\Квартиры\Цены\Премиум. Если из данного каталога спуститься на один уровень вниз в каталог Центральный и затем поднятся на один уровень вверх, то полный путь каталога будет D:\Квартиры\Цены\Премиум. 
41;3;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом Декабрь. Сначала он поднялся на один уровень вверх, потом спустился на один уровень вниз и ещё раз спустился на один уровень вниз;В результате он оказался в каталоге;C:\Календарь\Зима\Декабрь\;C:\Календарь\Декабрь\,C:\Календарь\Зима\,C:\Календарь\Декабрь\17\; Выполним действия пользователя в обратном порядке, начиная из C:\Календарь\Зима\Январь\17\. Поднимемся на два уровеня вверх, окажемся в C:\Календарь\Зима\. Теперь, спустившись на один уровень вниз, мы должны оказаться в каталоге Декабрь. Таким образом, исходный каталог имеет полный путь C:\Календарь\Зима\Декабрь\. 
42;4;<b>С:\Школа\Классы\9Б\Оценки.doc.</b>;Пользователь работал с каталогом 15. Сначала он поднялся на один уровень вверх, затем ещё раз поднялся на один уровень вверх, потом спустился на один уровень вниз и ещё раз спустился на один уровень вниз. В результате он оказался в каталог;C:\Календарь\Лето\Июнь\23\;C:\Календарь\Лето\Август\15\;C:\Календарь\Август\15\,C:\Календарь\Лето\15\,C:\Календарь\15\; Выполним действия пользователя в обратном порядке, начиная из C:\Календарь\Лето\Июнь\23\. Поднимемся на два уровеня вверх, окажемся в C:\Календарь\Лето\. Теперь, спустившись на два уровня вниз, мы должны оказаться в каталоге 15. Таким образом, исходный каталог имеет полный путь C:\Календарь\Лето\Август\15\. 
