11;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то удаляется первый символ цепочки, а если нечётна, то в конец цепочки добавляется символ М. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка НОГА, то результатом работы алгоритма будет цепочка ПДБ, а если исходной была цепочка ТОН, то результатом работы алгоритма будет цепочка УПОН.{n}Дана цепочка символов СЛОТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; НРФН;{n}Применим алгоритм: СЛОТ (чётное) → ЛОТ → МПУ. {n}Применим его ещё раз: МПУ (нечётное) → МПУМ → НРФН.{n}
12;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то удаляется первый символ цепочки, а если нечётна, то в конец цепочки добавляется символ Т. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка НОГА, то результатом работы алгоритма будет цепочка ПДБ, а если исходной была цепочка ТОН, то результатом работы алгоритма будет цепочка УПОУ.{n}Дана цепочка символов КРОТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ТРФУ;{n}Применим алгоритм: КРОТ (чётное) → РОТ → СПУ. {n}Применим его ещё раз: СПУ (нечётное) → СПУТ → ТРФУ.{n}
13;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то удаляется последний символ цепочки, а если нечётна, то в начало цепочки добавляется символ С. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка НОГА, то результатом работы алгоритма будет цепочка ОПД, а если исходной была цепочка ТОН, то результатом работы алгоритма будет цепочка ТУПО.{n}Дана цепочка символов ПЛОТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ТСНР;{n}Применим алгоритм: ПЛОТ (чётное) → ПЛО → РМП. {n}Применим его ещё раз: РМП (нечётное) → СРМП → ТСНР.{n}
14;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то дублируется последний символ цепочки, а если нечётна, то в начало цепочки добавляется символ Р. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка НОГА, то результатом работы алгоритма будет цепочка ОПДББ, а если исходной была цепочка ТОН, то результатом работы алгоритма будет цепочка СУПО.{n}Дана цепочка символов СЛОТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; СУНРФФ;{n}Применим алгоритм: СЛОТ (чётное) → СЛОТТ → ТМПУУ. {n}Применим его ещё раз: ТМПУУ (нечётное) → РТМПУУ → СУНРФФ.{n}
15;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она нечётна, то удаляется первый символ цепочки, а если чётна, то в середину цепочки добавляется символ Т. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка НОГА, то результатом работы алгоритма будет цепочка ОПУДБ, а если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ПО.{n}Дана цепочка символов КОЛ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; РУН;{n}Применим алгоритм: КОЛ (нечётное) → ОЛ → ПМ. Применим его ещё раз: ПМ (чётное) → ПТМ → РУН.{n} {n}Ответ: РУН.{n}
16;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она нечётна, то удаляется последний символ цепочки, а если чётна, то в начало цепочки добавляется символ О. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка РУКА, то результатом работы алгоритма будет цепочка ПСФЛБ, а если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ТП.{n}Дана цепочка символов ФОН. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ПЦР;{n}Применим алгоритм: ФОН (нечётное) → ФО → ХП. Применим его ещё раз: ХП (чётное) → ОХП → ПЦР.{n} {n}Ответ: ПЦР.{n}
17;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она нечётна, то дублируется средний символ цепочки символов, а если чётна, то в начало цепочки добавляется буква Г. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка УРА, то результатом работы алгоритма будет цепочка ФССБ, а если исходной была цепочка ПУСК, то результатом работы алгоритма будет цепочка ДРФТЛ.{n}Дана цепочка символов РЕКА. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ЕТЖЖМВ;{n}Применим алгоритм: РЕКА (чётное) → ГРЕКА → ДСЁЛБ. {n}Применим его ещё раз: ДСЁЛБ (нечётное) → ДСЁЁЛБ → ЕТЖЖМВ.{n}
18;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то в начало цепочки добавляется символ Б. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка ВРМ, то результатом работы алгоритма будет цепочка ВГСН, а если исходной была цепочка ПД, то результатом работы алгоритма будет цепочка РБЕ.{n}Дана цепочка символов ТОР. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ГФБРТ;{n}Применим алгоритм: ТОР (нечётное) → БТОР → ВУПС. {n}Применим его ещё раз: ВУПС (чётное) → ВУАПС → ГФБРТ.{n}
19;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то в начало цепочки добавляется символ Б. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка ВРМ, то результатом работы алгоритма будет цепочка ВГСН, а если исходной была цепочка ПД, то результатом работы алгоритма будет цепочка РБЕ.{n}Дана цепочка символов ФТОР. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ВЦФВРТ;{n}Применим алгоритм: ФТОР (чётное) → ФТАОР → ХУБПС. {n}Применим его ещё раз: ХУБПС (нечётное) → БХУБПС → ВЦФВРТ.{n}
20;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в начало цепочки символов добавляется цифра 1, а если нечётна, то средний символ цепочки удаляется. В полученной цепочке символов каждая цифра заменяется  следующей за ней цифрой (1 — на 2, 2 — на 3 и т. д., а 9 — на 0). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка 2ВМ, то результатом работы алгоритма будет цепочка 3М, а если исходной была цепочка П9, то результатом работы алгоритма будет цепочка 2ПО.{n}Дана цепочка символов 28МАЯ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? {n}; 240АЯ;{n}Применим алгоритм: 28МАЯ (нечётное) → 28АЯ → 39АЯ. {n}Применим его ещё раз: 39АЯ (чётное) → 139АЯ → 240АЯ.{n}
21;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в начало цепочки символов добавляется цифра 1, а если нечётна, то средний символ цепочки удаляется. В полученной цепочке символов каждая цифра заменяется следующей за ней цифрой (1 — на 2, 2 — на 3 и т. д., а 9 — на 0). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка 2ВМ, то результатом работы алгоритма будет цепочка 3М, а если исходной была цепочка П9, то результатом работы алгоритма будет цепочка 2П0.{n}Дана цепочка символов ГИА13. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)?{n}{n}; 2ГИ35;{n}Применим алгоритм: ГИА13 (нечётное) →  ГИ13 → ГИ24. {n}Применим его ещё раз: ГИ24 (чётное) → 1ГИ24 → 2ГИ35.{n}
22;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то в конец цепочки добавляется символ Я. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка ВРМ, то результатом работы алгоритма будет цепочка ГСНА, а если исходной была цепочка ПД, то результатом работы алгоритма будет цепочка РБЕ.{n}Дана цепочка символов КЛОН. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; МНВРПА;{n}Применим алгоритм: КЛОН (чётное) → КЛАОН → ЛМБПО. {n}Применим его ещё раз: ЛМБПО (нечётное) → ЛМБПОЯ → МНВРПА.{n}
23;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то в конец цепочки добавляется символ Я. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка ВРМ, то результатом работы алгоритма будет цепочка ГСНА, а если исходной была цепочка ПД, то результатом работы алгоритма будет цепочка РБЕ.{n}Дана цепочка символов АРБА. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ВТВГВА;{n}Применим алгоритм: АРБА (чётное) → АРАБА → БСБВБ. {n}Применим его ещё раз: БСБВБ (нечётное) → БСБВБЯ → ВТВГВА.{n}
24;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то последний символ цепочки удаляется. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ТП, а если исходной была цепочка УМ, то результатом работы алгоритма будет цепочка ФБН.{n}Дана цепочка символов ПАРОМ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; СВБТР;{n}Применим алгоритм: ПАРОМ (нечётное) → ПАРО → РБСП. {n}Применим его ещё раз: РБСП (чётное) → РБАСП → СВБТР.{n}
25;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в середину цепочки символов добавляется символ А, а если нечётна, то последний символ цепочки удаляется. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ТП, а если исходной была цепочка УМ, то результатом работы алгоритма будет цепочка ФБН.{n}Дана цепочка символов КРОТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; МТВР;{n}Применим алгоритм: КРОТ (чётное) → КРАОТ → ЛСБПУ. {n}Применим его ещё раз: ЛСБПУ (нечётное) → ЛСБП → МТВР.{n}
26;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в начало цепочки символов добавляется символ А, а если нечётна, то последний символ цепочки удаляется. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ТП, а если исходной была цепочка УМ, то результатом работы алгоритма будет цепочка БФН.{n}Дана цепочка символов ЛУВР. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ВНХД;{n}Применим алгоритм: ЛУВР (чётное) → АЛУВР → БМФГС. {n}Применим его ещё раз: БМФГС (нечётное) → БМФГ → ВНХД.{n}
27;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она чётна, то в начало цепочки символов добавляется символ А, а если нечётна, то последний символ цепочки удаляется. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка СОН, то результатом работы алгоритма будет цепочка ТП, а если исходной была цепочка УМ, то результатом работы алгоритма будет цепочка БФН.{n}Дана цепочка символов ПОЛЁТ. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; БСРНЗ;{n}Применим алгоритм: ПОЛЁТ (нечётное) → ПОЛЁ → РПМЖ. {n}Применим его ещё раз: РПМЖ (чётное) → АРПМЖ → БСРНЗ.{n}
28;Некоторый алгоритм из одной цепочки символов получает новую цепочку следующим образом. Сначала вычисляется длина исходной цепочки символов. если она нечётна, то дублируется средний символ цепочки символов, а если чётна, то в конец цепочки добавляется буква Н. В полученной цепочке символов каждая буква заменяется буквой, следующей за ней в русском алфавите (А — на Б, Б — на В и т. д., а Я — на А). Получившаяся таким образом цепочка является результатом работы алгоритма. {n}Например, если исходной была цепочка КОТ, то результатом работы алгоритма будет цепочка ЛППУ, а если исходной была цепочка ВАНЯ, то результатом работы алгоритма будет цепочка ГБОАО.{n}Дана цепочка символов ЖУК. Какая цепочка символов получится, если к данной цепочке применить описанный алгоритм дважды (т. е. применить алгоритм к данной цепочке, а затем к результату вновь применить алгоритм)? Русский алфавит: АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯ.{n}; ИХХМО;{n}Применим алгоритм: ЖУК (нечётное) → ЖУУК → ЗФФЛ. {n}Применим его ещё раз: ЗФФЛ (чётное) → ЗФФЛН → ИХХМО.{n}
